dataset,stage,class,count,proportion
isruc_s1,BEFORE,Wake,722,0.008084020064493012
isruc_s1,BEFORE,N1,16,0.00017914725904693657
isruc_s1,BEFORE,N2,60,0.0006718022214260122
isruc_s1,BEFORE,N3,99,0.0011084736653529201
isruc_s1,BEFORE,REM,0,0.0
isruc_s1,BEFORE,Wake,134,0.001500358294518094
isruc_s1,BEFORE,N1,171,0.0019146363310641348
isruc_s1,BEFORE,N2,205,0.002295324256538875
isruc_s1,BEFORE,N3,234,0.0026200286635614475
isruc_s1,BEFORE,REM,189,0.0021161769974919384
isruc_s1,BEFORE,Wake,221,0.0024744715155858117
isruc_s1,BEFORE,N1,126,0.0014107846649946256
isruc_s1,BEFORE,N2,281,0.0031462737370118237
isruc_s1,BEFORE,N3,214,0.0023960945897527767
isruc_s1,BEFORE,REM,62,0.0006941956288068793
isruc_s1,BEFORE,Wake,150,0.0016795055535650304
isruc_s1,BEFORE,N1,173,0.0019370297384450018
isruc_s1,BEFORE,N2,341,0.003818075958437836
isruc_s1,BEFORE,N3,159,0.0017802758867789322
isruc_s1,BEFORE,REM,146,0.0016347187388032964
isruc_s1,BEFORE,Wake,320,0.0035829451809387316
isruc_s1,BEFORE,N1,90,0.0010077033321390183
isruc_s1,BEFORE,N2,308,0.003448584736653529
isruc_s1,BEFORE,N3,96,0.0010748835542816195
isruc_s1,BEFORE,REM,28,0.00031350770333213904
isruc_s1,BEFORE,Wake,331,0.0037061089215335006
isruc_s1,BEFORE,N1,96,0.0010748835542816195
isruc_s1,BEFORE,N2,274,0.003067896811178789
isruc_s1,BEFORE,N3,209,0.0023401110713006093
isruc_s1,BEFORE,REM,87,0.0009741132210677177
isruc_s1,BEFORE,Wake,167,0.0018698495163024006
isruc_s1,BEFORE,N1,79,0.0008845395915442494
isruc_s1,BEFORE,N2,149,0.001668308849874597
isruc_s1,BEFORE,N3,334,0.003739699032604801
isruc_s1,BEFORE,REM,121,0.001354801146542458
isruc_s1,BEFORE,Wake,651,0.007289054102472232
isruc_s1,BEFORE,N1,111,0.0012428341096381225
isruc_s1,BEFORE,N2,39,0.0004366714439269079
isruc_s1,BEFORE,N3,64,0.0007165890361877463
isruc_s1,BEFORE,REM,17,0.00019034396273737012
isruc_s1,BEFORE,Wake,460,0.005150483697599427
isruc_s1,BEFORE,N1,112,0.0012540308133285561
isruc_s1,BEFORE,N2,181,0.00202660336796847
isruc_s1,BEFORE,N3,104,0.0011644571838050877
isruc_s1,BEFORE,REM,49,0.0005486384808312433
isruc_s1,BEFORE,Wake,193,0.0021609638122536724
isruc_s1,BEFORE,N1,85,0.0009517198136868506
isruc_s1,BEFORE,N2,158,0.0017690791830884988
isruc_s1,BEFORE,N3,181,0.00202660336796847
isruc_s1,BEFORE,REM,169,0.0018922429236832676
isruc_s1,BEFORE,Wake,157,0.0017578824793980652
isruc_s1,BEFORE,N1,154,0.0017242923683267646
isruc_s1,BEFORE,N2,329,0.0036837155141526334
isruc_s1,BEFORE,N3,120,0.0013436044428520243
isruc_s1,BEFORE,REM,123,0.001377194553923325
isruc_s1,BEFORE,Wake,376,0.00420996058760301
isruc_s1,BEFORE,N1,159,0.0017802758867789322
isruc_s1,BEFORE,N2,212,0.00237370118237191
isruc_s1,BEFORE,N3,55,0.0006158187029738445
isruc_s1,BEFORE,REM,49,0.0005486384808312433
isruc_s1,BEFORE,Wake,136,0.001522751701898961
isruc_s1,BEFORE,N1,108,0.001209243998566822
isruc_s1,BEFORE,N2,438,0.004904156216409889
isruc_s1,BEFORE,N3,154,0.0017242923683267646
isruc_s1,BEFORE,REM,163,0.0018250627015406664
isruc_s1,BEFORE,Wake,338,0.003784485847366535
isruc_s1,BEFORE,N1,150,0.0016795055535650304
isruc_s1,BEFORE,N2,191,0.0021385704048728056
isruc_s1,BEFORE,N3,68,0.0007613758509494805
isruc_s1,BEFORE,REM,81,0.0009069329989251164
isruc_s1,BEFORE,Wake,271,0.0030343067001074885
isruc_s1,BEFORE,N1,98,0.0010972769616624865
isruc_s1,BEFORE,N2,152,0.0017018989609458976
isruc_s1,BEFORE,N3,309,0.0034597814403439626
isruc_s1,BEFORE,REM,120,0.0013436044428520243
isruc_s1,BEFORE,Wake,377,0.004221157291293443
isruc_s1,BEFORE,N1,137,0.0015339484055893946
isruc_s1,BEFORE,N2,180,0.0020154066642780366
isruc_s1,BEFORE,N3,141,0.0015787352203511286
isruc_s1,BEFORE,REM,219,0.0024520781082049445
isruc_s1,BEFORE,Wake,306,0.003426191329272662
isruc_s1,BEFORE,N1,67,0.000750179147259047
isruc_s1,BEFORE,N2,301,0.0033702078108204946
isruc_s1,BEFORE,N3,107,0.0011980472948763883
isruc_s1,BEFORE,REM,68,0.0007613758509494805
isruc_s1,BEFORE,Wake,266,0.0029783231816553207
isruc_s1,BEFORE,N1,114,0.0012764242207094231
isruc_s1,BEFORE,N2,312,0.003493371551415263
isruc_s1,BEFORE,N3,65,0.0007277857398781799
isruc_s1,BEFORE,REM,135,0.0015115549982085274
isruc_s1,BEFORE,Wake,200,0.0022393407380867075
isruc_s1,BEFORE,N1,85,0.0009517198136868506
isruc_s1,BEFORE,N2,244,0.0027319957004657827
isruc_s1,BEFORE,N3,134,0.001500358294518094
isruc_s1,BEFORE,REM,167,0.0018698495163024006
isruc_s1,BEFORE,Wake,136,0.001522751701898961
isruc_s1,BEFORE,N1,61,0.0006829989251164457
isruc_s1,BEFORE,N2,294,0.0032918308849874595
isruc_s1,BEFORE,N3,134,0.001500358294518094
isruc_s1,BEFORE,REM,296,0.0033142242923683268
isruc_s1,BEFORE,Wake,303,0.0033926012182013614
isruc_s1,BEFORE,N1,215,0.0024072912934432105
isruc_s1,BEFORE,N2,208,0.0023289143676101754
isruc_s1,BEFORE,N3,165,0.0018474561089215334
isruc_s1,BEFORE,REM,171,0.0019146363310641348
isruc_s1,BEFORE,Wake,300,0.0033590111071300608
isruc_s1,BEFORE,N1,57,0.0006382121103547116
isruc_s1,BEFORE,N2,218,0.002440881404514511
isruc_s1,BEFORE,N3,239,0.0026760121820136153
isruc_s1,BEFORE,REM,104,0.0011644571838050877
isruc_s1,BEFORE,Wake,61,0.0006829989251164457
isruc_s1,BEFORE,N1,97,0.0010860802579720531
isruc_s1,BEFORE,N2,174,0.0019482264421354354
isruc_s1,BEFORE,N3,217,0.0024296847008240773
isruc_s1,BEFORE,REM,333,0.003728502328914368
isruc_s1,BEFORE,Wake,241,0.002698405589394482
isruc_s1,BEFORE,N1,203,0.002272930849158008
isruc_s1,BEFORE,N2,259,0.002899946255822286
isruc_s1,BEFORE,N3,174,0.0019482264421354354
isruc_s1,BEFORE,REM,35,0.0003918846291651738
isruc_s1,BEFORE,Wake,271,0.0030343067001074885
isruc_s1,BEFORE,N1,124,0.0013883912576137586
isruc_s1,BEFORE,N2,344,0.0038516660695091364
isruc_s1,BEFORE,N3,72,0.0008061626657112146
isruc_s1,BEFORE,REM,71,0.0007949659620207811
isruc_s1,BEFORE,Wake,91,0.0010189000358294517
isruc_s1,BEFORE,N1,154,0.0017242923683267646
isruc_s1,BEFORE,N2,401,0.004489878179863848
isruc_s1,BEFORE,N3,118,0.0013212110354711573
isruc_s1,BEFORE,REM,113,0.0012652275170189895
isruc_s1,BEFORE,Wake,52,0.0005822285919025439
isruc_s1,BEFORE,N1,224,0.0025080616266571123
isruc_s1,BEFORE,N2,466,0.005217663919742028
isruc_s1,BEFORE,N3,130,0.0014555714797563598
isruc_s1,BEFORE,REM,138,0.001545145109279828
isruc_s1,BEFORE,Wake,454,0.005083303475456826
isruc_s1,BEFORE,N1,54,0.000604621999283411
isruc_s1,BEFORE,N2,267,0.002989519885345754
isruc_s1,BEFORE,N3,90,0.0010077033321390183
isruc_s1,BEFORE,REM,55,0.0006158187029738445
isruc_s1,BEFORE,Wake,78,0.0008733428878538158
isruc_s1,BEFORE,N1,163,0.0018250627015406664
isruc_s1,BEFORE,N2,331,0.0037061089215335006
isruc_s1,BEFORE,N3,175,0.001959423145825869
isruc_s1,BEFORE,REM,124,0.0013883912576137586
isruc_s1,BEFORE,Wake,344,0.0038516660695091364
isruc_s1,BEFORE,N1,88,0.000985309924758151
isruc_s1,BEFORE,N2,173,0.0019370297384450018
isruc_s1,BEFORE,N3,138,0.001545145109279828
isruc_s1,BEFORE,REM,45,0.0005038516660695092
isruc_s1,BEFORE,Wake,297,0.00332542099605876
isruc_s1,BEFORE,N1,116,0.0012988176280902901
isruc_s1,BEFORE,N2,210,0.0023513077749910427
isruc_s1,BEFORE,N3,131,0.0014667681834467934
isruc_s1,BEFORE,REM,233,0.002608831959871014
isruc_s1,BEFORE,Wake,198,0.0022169473307058402
isruc_s1,BEFORE,N1,120,0.0013436044428520243
isruc_s1,BEFORE,N2,250,0.002799175922608384
isruc_s1,BEFORE,N3,119,0.0013324077391615907
isruc_s1,BEFORE,REM,119,0.0013324077391615907
isruc_s1,BEFORE,Wake,112,0.0012540308133285561
isruc_s1,BEFORE,N1,224,0.0025080616266571123
isruc_s1,BEFORE,N2,368,0.004120386958079541
isruc_s1,BEFORE,N3,76,0.0008509494804729488
isruc_s1,BEFORE,REM,152,0.0017018989609458976
isruc_s1,BEFORE,Wake,337,0.003773289143676102
isruc_s1,BEFORE,N1,140,0.0015675385166606952
isruc_s1,BEFORE,N2,208,0.0023289143676101754
isruc_s1,BEFORE,N3,130,0.0014555714797563598
isruc_s1,BEFORE,REM,85,0.0009517198136868506
isruc_s1,BEFORE,Wake,210,0.0023513077749910427
isruc_s1,BEFORE,N1,81,0.0009069329989251164
isruc_s1,BEFORE,N2,337,0.003773289143676102
isruc_s1,BEFORE,N3,228,0.0025528484414188463
isruc_s1,BEFORE,REM,118,0.0013212110354711573
isruc_s1,BEFORE,Wake,388,0.0043443210318882125
isruc_s1,BEFORE,N1,111,0.0012428341096381225
isruc_s1,BEFORE,N2,233,0.002608831959871014
isruc_s1,BEFORE,N3,42,0.00047026155499820855
isruc_s1,BEFORE,REM,38,0.0004254747402364744
isruc_s1,BEFORE,Wake,71,0.0007949659620207811
isruc_s1,BEFORE,N1,176,0.001970619849516302
isruc_s1,BEFORE,N2,263,0.00294473307058402
isruc_s1,BEFORE,N3,144,0.0016123253314224292
isruc_s1,BEFORE,REM,93,0.001041293443210319
isruc_s1,BEFORE,Wake,90,0.0010077033321390183
isruc_s1,BEFORE,N1,135,0.0015115549982085274
isruc_s1,BEFORE,N2,365,0.004086796847008241
isruc_s1,BEFORE,N3,173,0.0019370297384450018
isruc_s1,BEFORE,REM,169,0.0018922429236832676
isruc_s1,BEFORE,Wake,142,0.0015899319240415622
isruc_s1,BEFORE,N1,101,0.0011308670727337871
isruc_s1,BEFORE,N2,300,0.0033590111071300608
isruc_s1,BEFORE,N3,193,0.0021609638122536724
isruc_s1,BEFORE,REM,170,0.0019034396273737012
isruc_s1,BEFORE,Wake,138,0.001545145109279828
isruc_s1,BEFORE,N1,67,0.000750179147259047
isruc_s1,BEFORE,N2,386,0.004321927624507345
isruc_s1,BEFORE,N3,129,0.0014443747760659262
isruc_s1,BEFORE,REM,143,0.0016011286277319958
isruc_s1,BEFORE,Wake,286,0.0032022572554639916
isruc_s1,BEFORE,N1,168,0.0018810462199928342
isruc_s1,BEFORE,N2,211,0.002362504478681476
isruc_s1,BEFORE,N3,115,0.0012876209243998567
isruc_s1,BEFORE,REM,58,0.0006494088140451451
isruc_s1,BEFORE,Wake,347,0.003885256180580437
isruc_s1,BEFORE,N1,71,0.0007949659620207811
isruc_s1,BEFORE,N2,212,0.00237370118237191
isruc_s1,BEFORE,N3,206,0.0023065209602293087
isruc_s1,BEFORE,REM,145,0.0016235220351128628
isruc_s1,BEFORE,Wake,175,0.001959423145825869
isruc_s1,BEFORE,N1,84,0.0009405231099964171
isruc_s1,BEFORE,N2,244,0.0027319957004657827
isruc_s1,BEFORE,N3,222,0.002485668219276245
isruc_s1,BEFORE,REM,68,0.0007613758509494805
isruc_s1,BEFORE,Wake,107,0.0011980472948763883
isruc_s1,BEFORE,N1,38,0.0004254747402364744
isruc_s1,BEFORE,N2,327,0.003661322106771766
isruc_s1,BEFORE,N3,206,0.0023065209602293087
isruc_s1,BEFORE,REM,227,0.002541651737728413
isruc_s1,BEFORE,Wake,197,0.002205750627015407
isruc_s1,BEFORE,N1,69,0.000772572554639914
isruc_s1,BEFORE,N2,345,0.0038628627731995702
isruc_s1,BEFORE,N3,148,0.0016571121461841634
isruc_s1,BEFORE,REM,97,0.0010860802579720531
isruc_s1,BEFORE,Wake,162,0.0018138659978502328
isruc_s1,BEFORE,N1,101,0.0011308670727337871
isruc_s1,BEFORE,N2,279,0.0031238803296309565
isruc_s1,BEFORE,N3,276,0.003090290218559656
isruc_s1,BEFORE,REM,94,0.0010524901469007525
isruc_s1,BEFORE,Wake,29,0.00032470440702257253
isruc_s1,BEFORE,N1,74,0.0008285560730920817
isruc_s1,BEFORE,N2,373,0.0041763704765317095
isruc_s1,BEFORE,N3,257,0.002877552848441419
isruc_s1,BEFORE,REM,177,0.001981816553206736
isruc_s1,BEFORE,Wake,222,0.002485668219276245
isruc_s1,BEFORE,N1,81,0.0009069329989251164
isruc_s1,BEFORE,N2,204,0.0022841275528484415
isruc_s1,BEFORE,N3,307,0.003437388032963096
isruc_s1,BEFORE,REM,0,0.0
isruc_s1,BEFORE,Wake,94,0.0010524901469007525
isruc_s1,BEFORE,N1,88,0.000985309924758151
isruc_s1,BEFORE,N2,364,0.004075600143317807
isruc_s1,BEFORE,N3,199,0.0022281440343962736
isruc_s1,BEFORE,REM,134,0.001500358294518094
isruc_s1,BEFORE,Wake,236,0.0026424220709423147
isruc_s1,BEFORE,N1,126,0.0014107846649946256
isruc_s1,BEFORE,N2,315,0.0035269616624865638
isruc_s1,BEFORE,N3,150,0.0016795055535650304
isruc_s1,BEFORE,REM,129,0.0014443747760659262
isruc_s1,BEFORE,Wake,151,0.001690702257255464
isruc_s1,BEFORE,N1,69,0.000772572554639914
isruc_s1,BEFORE,N2,281,0.0031462737370118237
isruc_s1,BEFORE,N3,401,0.004489878179863848
isruc_s1,BEFORE,REM,105,0.0011756538874955213
isruc_s1,BEFORE,Wake,94,0.0010524901469007525
isruc_s1,BEFORE,N1,196,0.002194553923324973
isruc_s1,BEFORE,N2,421,0.004713812253672519
isruc_s1,BEFORE,N3,131,0.0014667681834467934
isruc_s1,BEFORE,REM,123,0.001377194553923325
isruc_s1,BEFORE,Wake,122,0.0013659978502328913
isruc_s1,BEFORE,N1,175,0.001959423145825869
isruc_s1,BEFORE,N2,217,0.0024296847008240773
isruc_s1,BEFORE,N3,277,0.0031014869222500898
isruc_s1,BEFORE,REM,151,0.001690702257255464
isruc_s1,BEFORE,Wake,169,0.0018922429236832676
isruc_s1,BEFORE,N1,89,0.0009965066284485847
isruc_s1,BEFORE,N2,292,0.0032694374776065928
isruc_s1,BEFORE,N3,233,0.002608831959871014
isruc_s1,BEFORE,REM,133,0.0014891615908276604
isruc_s1,BEFORE,Wake,202,0.0022617341454675742
isruc_s1,BEFORE,N1,103,0.0011532604801146543
isruc_s1,BEFORE,N2,249,0.0027879792189179505
isruc_s1,BEFORE,N3,221,0.0024744715155858117
isruc_s1,BEFORE,REM,77,0.0008621461841633823
isruc_s1,BEFORE,Wake,87,0.0009741132210677177
isruc_s1,BEFORE,N1,116,0.0012988176280902901
isruc_s1,BEFORE,N2,320,0.0035829451809387316
isruc_s1,BEFORE,N3,216,0.002418487997133644
isruc_s1,BEFORE,REM,125,0.001399587961304192
isruc_s1,BEFORE,Wake,301,0.0033702078108204946
isruc_s1,BEFORE,N1,154,0.0017242923683267646
isruc_s1,BEFORE,N2,317,0.003549355069867431
isruc_s1,BEFORE,N3,101,0.0011308670727337871
isruc_s1,BEFORE,REM,81,0.0009069329989251164
isruc_s1,BEFORE,Wake,212,0.00237370118237191
isruc_s1,BEFORE,N1,245,0.0027431924041562165
isruc_s1,BEFORE,N2,171,0.0019146363310641348
isruc_s1,BEFORE,N3,179,0.002004209960587603
isruc_s1,BEFORE,REM,85,0.0009517198136868506
isruc_s1,BEFORE,Wake,188,0.002104980293801505
isruc_s1,BEFORE,N1,50,0.0005598351845216769
isruc_s1,BEFORE,N2,225,0.0025192583303475457
isruc_s1,BEFORE,N3,417,0.004669025438910785
isruc_s1,BEFORE,REM,134,0.001500358294518094
isruc_s1,BEFORE,Wake,258,0.0028887495521318523
isruc_s1,BEFORE,N1,152,0.0017018989609458976
isruc_s1,BEFORE,N2,198,0.0022169473307058402
isruc_s1,BEFORE,N3,147,0.0016459154424937298
isruc_s1,BEFORE,REM,90,0.0010077033321390183
isruc_s1,BEFORE,Wake,77,0.0008621461841633823
isruc_s1,BEFORE,N1,132,0.0014779648871372268
isruc_s1,BEFORE,N2,279,0.0031238803296309565
isruc_s1,BEFORE,N3,193,0.0021609638122536724
isruc_s1,BEFORE,REM,181,0.00202660336796847
isruc_s1,BEFORE,Wake,130,0.0014555714797563598
isruc_s1,BEFORE,N1,159,0.0017802758867789322
isruc_s1,BEFORE,N2,335,0.0037508957362952346
isruc_s1,BEFORE,N3,193,0.0021609638122536724
isruc_s1,BEFORE,REM,139,0.0015563418129702616
isruc_s1,BEFORE,Wake,33,0.0003694912217843067
isruc_s1,BEFORE,N1,27,0.0003023109996417055
isruc_s1,BEFORE,N2,223,0.0024968649229666785
isruc_s1,BEFORE,N3,298,0.003336617699749194
isruc_s1,BEFORE,REM,234,0.0026200286635614475
isruc_s1,BEFORE,Wake,259,0.002899946255822286
isruc_s1,BEFORE,N1,199,0.0022281440343962736
isruc_s1,BEFORE,N2,248,0.002776782515227517
isruc_s1,BEFORE,N3,76,0.0008509494804729488
isruc_s1,BEFORE,REM,111,0.0012428341096381225
isruc_s1,BEFORE,Wake,109,0.0012204407022572555
isruc_s1,BEFORE,N1,165,0.0018474561089215334
isruc_s1,BEFORE,N2,382,0.004277140809745611
isruc_s1,BEFORE,N3,81,0.0009069329989251164
isruc_s1,BEFORE,REM,92,0.0010300967395198853
isruc_s1,BEFORE,Wake,277,0.0031014869222500898
isruc_s1,BEFORE,N1,115,0.0012876209243998567
isruc_s1,BEFORE,N2,224,0.0025080616266571123
isruc_s1,BEFORE,N3,135,0.0015115549982085274
isruc_s1,BEFORE,REM,121,0.001354801146542458
isruc_s1,BEFORE,Wake,223,0.0024968649229666785
isruc_s1,BEFORE,N1,177,0.001981816553206736
isruc_s1,BEFORE,N2,319,0.003571748477248298
isruc_s1,BEFORE,N3,167,0.0018698495163024006
isruc_s1,BEFORE,REM,111,0.0012428341096381225
isruc_s1,BEFORE,Wake,375,0.004198763883912576
isruc_s1,BEFORE,N1,85,0.0009517198136868506
isruc_s1,BEFORE,N2,275,0.0030790935148692225
isruc_s1,BEFORE,N3,81,0.0009069329989251164
isruc_s1,BEFORE,REM,81,0.0009069329989251164
isruc_s1,BEFORE,Wake,254,0.0028439627373701183
isruc_s1,BEFORE,N1,165,0.0018474561089215334
isruc_s1,BEFORE,N2,234,0.0026200286635614475
isruc_s1,BEFORE,N3,168,0.0018810462199928342
isruc_s1,BEFORE,REM,77,0.0008621461841633823
isruc_s1,BEFORE,Wake,34,0.00038068792547474024
isruc_s1,BEFORE,N1,41,0.000459064851307775
isruc_s1,BEFORE,N2,457,0.005116893586528126
isruc_s1,BEFORE,N3,188,0.002104980293801505
isruc_s1,BEFORE,REM,130,0.0014555714797563598
isruc_s1,BEFORE,Wake,82,0.00091812970261555
isruc_s1,BEFORE,N1,149,0.001668308849874597
isruc_s1,BEFORE,N2,352,0.003941239699032604
isruc_s1,BEFORE,N3,168,0.0018810462199928342
isruc_s1,BEFORE,REM,54,0.000604621999283411
isruc_s1,BEFORE,Wake,234,0.0026200286635614475
isruc_s1,BEFORE,N1,69,0.000772572554639914
isruc_s1,BEFORE,N2,252,0.002821569329989251
isruc_s1,BEFORE,N3,205,0.002295324256538875
isruc_s1,BEFORE,REM,134,0.001500358294518094
isruc_s1,BEFORE,Wake,58,0.0006494088140451451
isruc_s1,BEFORE,N1,151,0.001690702257255464
isruc_s1,BEFORE,N2,377,0.004221157291293443
isruc_s1,BEFORE,N3,150,0.0016795055535650304
isruc_s1,BEFORE,REM,144,0.0016123253314224292
isruc_s1,BEFORE,Wake,119,0.0013324077391615907
isruc_s1,BEFORE,N1,171,0.0019146363310641348
isruc_s1,BEFORE,N2,362,0.00405320673593694
isruc_s1,BEFORE,N3,179,0.002004209960587603
isruc_s1,BEFORE,REM,58,0.0006494088140451451
isruc_s1,BEFORE,Wake,367,0.004109190254389107
isruc_s1,BEFORE,N1,96,0.0010748835542816195
isruc_s1,BEFORE,N2,208,0.0023289143676101754
isruc_s1,BEFORE,N3,187,0.0020937835901110712
isruc_s1,BEFORE,REM,53,0.0005934252955929775
isruc_s1,BEFORE,Wake,162,0.0018138659978502328
isruc_s1,BEFORE,N1,111,0.0012428341096381225
isruc_s1,BEFORE,N2,282,0.003157470440702257
isruc_s1,BEFORE,N3,205,0.002295324256538875
isruc_s1,BEFORE,REM,122,0.0013659978502328913
isruc_s1,BEFORE,Wake,227,0.002541651737728413
isruc_s1,BEFORE,N1,93,0.001041293443210319
isruc_s1,BEFORE,N2,350,0.003918846291651738
isruc_s1,BEFORE,N3,115,0.0012876209243998567
isruc_s1,BEFORE,REM,140,0.0015675385166606952
isruc_s1,BEFORE,Wake,121,0.001354801146542458
isruc_s1,BEFORE,N1,56,0.0006270154066642781
isruc_s1,BEFORE,N2,292,0.0032694374776065928
isruc_s1,BEFORE,N3,345,0.0038628627731995702
isruc_s1,BEFORE,REM,149,0.001668308849874597
isruc_s1,BEFORE,Wake,130,0.0014555714797563598
isruc_s1,BEFORE,N1,85,0.0009517198136868506
isruc_s1,BEFORE,N2,358,0.004008419921175206
isruc_s1,BEFORE,N3,196,0.002194553923324973
isruc_s1,BEFORE,REM,127,0.0014219813686850592
isruc_s1,BEFORE,Wake,180,0.0020154066642780366
isruc_s1,BEFORE,N1,137,0.0015339484055893946
isruc_s1,BEFORE,N2,390,0.004366714439269079
isruc_s1,BEFORE,N3,128,0.0014331780723754925
isruc_s1,BEFORE,REM,129,0.0014443747760659262
isruc_s1,BEFORE,Wake,180,0.0020154066642780366
isruc_s1,BEFORE,N1,64,0.0007165890361877463
isruc_s1,BEFORE,N2,344,0.0038516660695091364
isruc_s1,BEFORE,N3,180,0.0020154066642780366
isruc_s1,BEFORE,REM,158,0.0017690791830884988
isruc_s1,BEFORE,Wake,262,0.0029335363668935867
isruc_s1,BEFORE,N1,123,0.001377194553923325
isruc_s1,BEFORE,N2,354,0.003963633106413472
isruc_s1,BEFORE,N3,255,0.0028551594410605517
isruc_s1,BEFORE,REM,8,8.957362952346828e-05
isruc_s1,BEFORE,Wake,417,0.004669025438910785
isruc_s1,BEFORE,N1,87,0.0009741132210677177
isruc_s1,BEFORE,N2,269,0.0030119132927266213
isruc_s1,BEFORE,N3,172,0.0019258330347545682
isruc_s1,BEFORE,REM,91,0.0010189000358294517
isruc_s1,BEFORE,Wake,59,0.0006606055177355787
isruc_s1,BEFORE,N1,167,0.0018698495163024006
isruc_s1,BEFORE,N2,408,0.004568255105696883
isruc_s1,BEFORE,N3,197,0.002205750627015407
isruc_s1,BEFORE,REM,102,0.0011420637764242207
isruc_s1,BEFORE,Wake,143,0.0016011286277319958
isruc_s1,BEFORE,N1,124,0.0013883912576137586
isruc_s1,BEFORE,N2,352,0.003941239699032604
isruc_s1,BEFORE,N3,177,0.001981816553206736
isruc_s1,BEFORE,REM,194,0.0021721605159441063
isruc_s1,BEFORE,Wake,166,0.001858652812611967
isruc_s1,BEFORE,N1,54,0.000604621999283411
isruc_s1,BEFORE,N2,375,0.004198763883912576
isruc_s1,BEFORE,N3,209,0.0023401110713006093
isruc_s1,BEFORE,REM,73,0.0008173593694016482
isruc_s1,BEFORE,Wake,56,0.0006270154066642781
isruc_s1,BEFORE,N1,152,0.0017018989609458976
isruc_s1,BEFORE,N2,372,0.004165173772841276
isruc_s1,BEFORE,N3,158,0.0017690791830884988
isruc_s1,BEFORE,REM,132,0.0014779648871372268
isruc_s1,BEFORE,Wake,215,0.0024072912934432105
isruc_s1,BEFORE,N1,75,0.0008397527767825152
isruc_s1,BEFORE,N2,308,0.003448584736653529
isruc_s1,BEFORE,N3,129,0.0014443747760659262
isruc_s1,BEFORE,REM,119,0.0013324077391615907
isruc_s1,BEFORE,Wake,152,0.0017018989609458976
isruc_s1,BEFORE,N1,176,0.001970619849516302
isruc_s1,BEFORE,N2,245,0.0027431924041562165
isruc_s1,BEFORE,N3,132,0.0014779648871372268
isruc_s1,BEFORE,REM,160,0.0017914725904693658
isruc_s1,BEFORE,Wake,148,0.0016571121461841634
isruc_s1,BEFORE,N1,58,0.0006494088140451451
isruc_s1,BEFORE,N2,317,0.003549355069867431
isruc_s1,BEFORE,N3,199,0.0022281440343962736
isruc_s1,BEFORE,REM,136,0.001522751701898961
isruc_s1,BEFORE,Wake,199,0.0022281440343962736
isruc_s1,BEFORE,N1,92,0.0010300967395198853
isruc_s1,BEFORE,N2,212,0.00237370118237191
isruc_s1,BEFORE,N3,261,0.002922339663203153
isruc_s1,BEFORE,REM,148,0.0016571121461841634
isruc_s1,BEFORE,Wake,142,0.0015899319240415622
isruc_s1,BEFORE,N1,147,0.0016459154424937298
isruc_s1,BEFORE,N2,333,0.003728502328914368
isruc_s1,BEFORE,N3,141,0.0015787352203511286
isruc_s1,BEFORE,REM,136,0.001522751701898961
isruc_s1,BEFORE,Wake,64,0.0007165890361877463
isruc_s1,BEFORE,N1,20,0.00022393407380867072
isruc_s1,BEFORE,N2,327,0.003661322106771766
isruc_s1,BEFORE,N3,229,0.0025640451451092797
isruc_s1,BEFORE,REM,195,0.0021833572196345396
isruc_s1,BEFORE,Wake,77,0.0008621461841633823
isruc_s1,BEFORE,N1,151,0.001690702257255464
isruc_s1,BEFORE,N2,329,0.0036837155141526334
isruc_s1,BEFORE,N3,173,0.0019370297384450018
isruc_s1,BEFORE,REM,131,0.0014667681834467934
sleep_edf_sc,BEFORE,Wake,1997,0.004812500451849692
sleep_edf_sc,BEFORE,N1,58,0.00013977217136068208
sleep_edf_sc,BEFORE,N2,250,0.000602466255865009
sleep_edf_sc,BEFORE,N3,220,0.0005301703051612079
sleep_edf_sc,BEFORE,REM,125,0.0003012331279325045
sleep_edf_sc,BEFORE,Wake,1885,0.004542595569222168
sleep_edf_sc,BEFORE,N1,59,0.00014218203638414212
sleep_edf_sc,BEFORE,N2,373,0.0008988796537505935
sleep_edf_sc,BEFORE,N3,297,0.0007157299119676307
sleep_edf_sc,BEFORE,REM,215,0.0005181209800439077
sleep_edf_sc,BEFORE,Wake,1856,0.004472709483541826
sleep_edf_sc,BEFORE,N1,109,0.0002626752875571439
sleep_edf_sc,BEFORE,N2,562,0.0013543441431845401
sleep_edf_sc,BEFORE,N3,105,0.0002530358274633038
sleep_edf_sc,BEFORE,REM,170,0.0004096770539882061
sleep_edf_sc,BEFORE,Wake,1824,0.004395593802791106
sleep_edf_sc,BEFORE,N1,92,0.0002217075821583233
sleep_edf_sc,BEFORE,N2,660,0.0015905109154836239
sleep_edf_sc,BEFORE,N3,96,0.00023134704225216346
sleep_edf_sc,BEFORE,REM,176,0.0004241362441289663
sleep_edf_sc,BEFORE,Wake,1907,0.004595612599738288
sleep_edf_sc,BEFORE,N1,94,0.0002265273122052434
sleep_edf_sc,BEFORE,N2,545,0.0013133764377857196
sleep_edf_sc,BEFORE,N3,95,0.0002289371772287034
sleep_edf_sc,BEFORE,REM,163,0.0003928079988239859
sleep_edf_sc,BEFORE,Wake,1871,0.0045088574588937275
sleep_edf_sc,BEFORE,N1,184,0.0004434151643166466
sleep_edf_sc,BEFORE,N2,402,0.0009687657394309345
