dataset,recording_id,subject_id,source_file_sha256,annotation_file,annotation_sha256,retained_epochs,reconstructed_first_index,reconstructed_last_index,strictly_increasing_unique,labels_exact_match,signal_label_epoch_invariance,non_boundary_annotations,status
sleep_edf_sc,SC4492G0,SC_49,db3e6cffa6ddc6fc433548f70fa867ee7e09b012559ab983082e76158ab139d8,SC4492GJ-Hypnogram.edf,3be7b6f38459261af41a3046fe48200a4db8c9c513227cc0ee8495737b0de28b,2135,0,2135,True,True,True,0,PASS
sleep_edf_sc,SC4501E0,SC_50,0c18877fccdf39be4bd58b21a05daec7b9cd67b6f751dc2a3c8b5d9458f92199,SC4501EW-Hypnogram.edf,abf9ef0f7c6d4f7af3fbfdb2c80a97e8554e795194679565b9ed1fc988d01f1c,2750,0,2749,True,True,True,0,PASS
sleep_edf_sc,SC4502E0,SC_50,4c81e63275c10e123e871c5c8997251bcdbaa32384e7e6af716ab2c71a5cdce2,SC4502EM-Hypnogram.edf,09da37aa4f2c7bb090c631c49d1452fa0b776736e2319049cf5dc9ec09e9d79b,2770,0,2769,True,True,True,0,PASS
sleep_edf_sc,SC4511E0,SC_51,ea3244dd079ccb4a10e985ec22de5bcf3125599d556cbc5ed9d92353c9e0a182,SC4511EJ-Hypnogram.edf,ff5cabb5347dce8c0706b701e6db5505512791b0da6d2dd18c076f87fb6eadf6,2712,0,2711,True,True,True,0,PASS
sleep_edf_sc,SC4512E0,SC_51,aa81577cde760054103291322525f8aa17e4125dcf4966a3948e5a9aa29fa20e,SC4512EW-Hypnogram.edf,414a4be8a5a5b41b7c479525ee6cf6b0afcb0a67d2de50be8077a586964821ec,2750,0,2749,True,True,True,0,PASS
sleep_edf_sc,SC4522E0,SC_52,6f383969ddb5bed10dcd73fd99f2c6b7860df2c63e73906945128a55053adf05,SC4522EM-Hypnogram.edf,2d3f960276b8d0a021f29da5be1c3ae8e96f44cbc6157cc83c675347a7396e5c,2774,0,2773,True,True,True,0,PASS
sleep_edf_sc,SC4531E0,SC_53,5027329e931a7623b74c56af338478b032c6461a10e36bb938a50fe5c769444f,SC4531EM-Hypnogram.edf,f868878c0f9033513671a72a75aa9e34a2a31c1dfed4f87a4a6e040ca100c35a,2602,0,2601,True,True,True,0,PASS
sleep_edf_sc,SC4532E0,SC_53,04ccde1ea0fa59e7e359aa3dc8b5118c5002c9fcc76644aa06c57438e0435ba5,SC4532EV-Hypnogram.edf,af71ed868eaa43a9acd5638d55689e44cfa0601343ce49b4d5c7603268617492,2744,0,2743,True,True,True,0,PASS
sleep_edf_sc,SC4541F0,SC_54,bd0384a69c845b3f1403b03b7acbd58e6b6113bf2028c6e0662ab96c4ef7844d,SC4541FA-Hypnogram.edf,d91f3686fa7b5e473222117d10471c02e859b4eb8b1f99ee0977e1f7e709b5fe,2739,0,2739,True,True,True,0,PASS
sleep_edf_sc,SC4542F0,SC_54,cdbf95fcf21f63a1e428e991854cba74596ae652b986aceb0d3923d3bbf632d2,SC4542FW-Hypnogram.edf,9fa7ef036dc0c87576b0a353dde155bac5379e6328ad8b9f79ad77adc9c70cfd,2680,0,2679,True,True,True,0,PASS
sleep_edf_sc,SC4551F0,SC_55,fdf143a670d1f9de84a3efc189de08e33bd8a4e748fe09a17999348d6db91e67,SC4551FC-Hypnogram.edf,28111a7497214a32e737ae9a7a91198a78c2b56ddc5e6ba50feaa31427e1c761,2772,0,2771,True,True,True,0,PASS
sleep_edf_sc,SC4552F0,SC_55,55290c6ecb9508440062a23426a53de92280db32c113e00e82515f509d0c0e3d,SC4552FW-Hypnogram.edf,1dbebb9c05574ad02aa47ecc6dbcb9ae79c8c47d3db1939430e1825dff273210,2810,0,2809,True,True,True,0,PASS
sleep_edf_sc,SC4561F0,SC_56,6cfca1e973096c7452540e1e1d8db7dbef95e698e4a13f97aea84499f678a99f,SC4561FJ-Hypnogram.edf,d8bff828c7e36b2782977ae6604fdaf9e49c49a3a380e23f2bb5470cdd766124,2702,0,2703,True,True,True,0,PASS
sleep_edf_sc,SC4562F0,SC_56,2f13a5d4759a85923ef6d4276a10476b432a33febcab86192d57b83ea4aee124,SC4562FJ-Hypnogram.edf,abaea931376136b5cb05e12f04413e26821d79e1bf0e4d25753e8927f51f1fdc,2800,0,2799,True,True,True,0,PASS
sleep_edf_sc,SC4571F0,SC_57,fa274d46f1e389a37a7ff26175f5cf779e49d621c1a6f046ee627e8f328a04ff,SC4571FV-Hypnogram.edf,65cbc1d2937400b9bd366cb18af4eb3e113d6a0e4a6f78e761a15a92ead21c9e,2836,0,2849,True,True,True,0,PASS
sleep_edf_sc,SC4572F0,SC_57,348e2302286f889bffabdf2c71ef1eb554684dd735f8081a86c88a65e6f594ca,SC4572FC-Hypnogram.edf,042bef1cf7c77e17c9187fba963457e029f7edd8057d52bccd863a64be0d5a48,2873,0,2879,True,True,True,0,PASS
sleep_edf_sc,SC4581G0,SC_58,f2010b03a361cfe4da822924283341b5fb9a756e155136c8d0ea6bd587824556,SC4581GM-Hypnogram.edf,7a49c2fe1c743b15e0b84d9f24ea0e383edd081094214de8cdd945a08b6f8115,2738,0,2737,True,True,True,0,PASS
sleep_edf_sc,SC4582G0,SC_58,f341365ce54f49ec1a41d47cd25a4d53cae637fcd9a4c3ee57d1bd93f03522f0,SC4582GP-Hypnogram.edf,f4a38a3a84f7f41be1fb4f6c3123da213d88d1e3a40c8f857b8f68483bf93e9c,2634,0,2633,True,True,True,0,PASS
sleep_edf_sc,SC4591G0,SC_59,533dbb2c5173a5ee354a836bd7f0c9c5a96ec7ad087e4cb6d17c4c2bd9570f63,SC4591GY-Hypnogram.edf,b12550b005505b2e34d349e1d2954a78eb1fc38b5f560831c77d1d578a693c1b,2819,0,2819,True,True,True,0,PASS
sleep_edf_sc,SC4592G0,SC_59,6283b05601fc0d2b6722f56bf4c33832eaf1b62ecf061a8485894a1507dd8981,SC4592GY-Hypnogram.edf,4e15d37fd529a714afce9ee0781a0152bd3480476bce0e121107ae75a2eddc75,2040,0,2039,True,True,True,0,PASS
sleep_edf_sc,SC4601E0,SC_60,93f7c0be2f5ec29c11bc9d32fcb91c6ab85d3881dbb4b705162ec7348067964d,SC4601EC-Hypnogram.edf,bb77c61a47ac4b4fd5eeeda3bac2d3a7f26c232ce5fd69d885992ad0878d0086,2730,0,2729,True,True,True,0,PASS
sleep_edf_sc,SC4602E0,SC_60,a9a810caff283bb6a8ae5b32e812bf251c2d030c4ebae83271a9a95737e7a7d7,SC4602EJ-Hypnogram.edf,794d1fb5b2a1bdf5b24ef34bb0adeac08b7b1ef1c38e63587ec72431370a36f9,2800,0,2799,True,True,True,0,PASS
sleep_edf_sc,SC4611E0,SC_61,95bbfd4611b258db27247c0174891033b99431badf27c71ccaf7c2b5251b24f4,SC4611EG-Hypnogram.edf,8cc2aeb5f093e5a8eaac95ab6c071044aae8e0cd5820b0a1bde0a62f681b847b,2644,0,2649,True,True,True,0,PASS
sleep_edf_sc,SC4612E0,SC_61,e890f567007194f2e293ea271bf8677cfe5c270c891c8026631891ccd34ff3bf,SC4612EA-Hypnogram.edf,e89cd5b46a7948bd02c2fe9656e4862d1d674caba820f503f78d0d17c7a12a32,2730,0,2729,True,True,True,0,PASS
sleep_edf_sc,SC4621E0,SC_62,5a895e07eaba14e382620d2a71918a1926cc3eab043deb369cdd67eed887b31b,SC4621EV-Hypnogram.edf,6a9afd8576d84a0b547c63c0340f8f8953ead1482154126eb4e6498929b8c1c1,2612,0,2611,True,True,True,0,PASS
sleep_edf_sc,SC4622E0,SC_62,792620f326b5bcfbadb2a4662d859f05d5691ae2f4ab438c68b790b1462503ac,SC4622EJ-Hypnogram.edf,b9712e1cbfae99276701db99ebfffa25684642425a892883f6684918cfb26e5e,2856,0,2855,True,True,True,0,PASS
sleep_edf_sc,SC4631E0,SC_63,9329fe66eea7757c8562e15dd17dfca38b3e87c02689a54cf17c3f4f0f0cc461,SC4631EM-Hypnogram.edf,5444adc5f9c2380fa919730b57fc374df9bfe3328655a69059cb87fefb3b39c8,2758,0,2757,True,True,True,0,PASS
sleep_edf_sc,SC4632E0,SC_63,862242f907c0521ec8f328353f0e890fa955aa8a664fd31413f97e12bb70f8e2,SC4632EA-Hypnogram.edf,592358bfd3b07564b830a5ae2fbfda92c844c7407dc0370afcd23e6e276562c9,2848,0,2847,True,True,True,0,PASS
sleep_edf_sc,SC4641E0,SC_64,418e722b349761d3d9794a42143bb0b744f2c15526904191bdeacbdb82834afe,SC4641EP-Hypnogram.edf,fe230dc4ce12328ca520f9930eab0e59ade566a4f6db68e94a2c9f8bd1d5784f,2680,0,2679,True,True,True,0,PASS
sleep_edf_sc,SC4642E0,SC_64,f2a82d40843d65dee3511634e0ed56243ab9f6fe08b785f15270c12c472f3333,SC4642EP-Hypnogram.edf,7e92a705b135c343c7dd1e5797062a9df9ae71284d2c71cb326d6a6a42c2ffb7,2790,0,2789,True,True,True,0,PASS
sleep_edf_sc,SC4651E0,SC_65,d7d726e09cd5bf23a075689fcee152dea19c71e6ba1a40f0b42ffa738bf4e11f,SC4651EP-Hypnogram.edf,b85977a4ba24da596423136168824362cf0e35a389d2c85d74fa88ce15ee7f34,2860,0,2859,True,True,True,0,PASS
sleep_edf_sc,SC4652E0,SC_65,a5b12c1d372a9c1d0b8ff3abe88518b48ea8ba974afbdb1babbd2724bfd98a45,SC4652EG-Hypnogram.edf,4818141d39aca0bcd2122de1ed78983cae489d7e145068dfe989291f566244c9,2838,0,2839,True,True,True,0,PASS
sleep_edf_sc,SC4661E0,SC_66,f6ba6c1a8c199adabf76876a3358082365bf31e10399bed0ab35bfbb6e0ce2e1,SC4661EJ-Hypnogram.edf,5f39485dc9eaab9d8a67f4a14914e0e44b0f9fab0ccb30c596746f12c1de8666,2664,0,2663,True,True,True,0,PASS
sleep_edf_sc,SC4662E0,SC_66,a6a159254c8aa7952b326be4210f7fe656db7cc665ebc45b9510795b68d8f766,SC4662EJ-Hypnogram.edf,bb12848cfde5324b26cbc686cb0eb9a85f97f9b208ea81ef1d1c9452d9766bb1,2820,0,2819,True,True,True,0,PASS
sleep_edf_sc,SC4671G0,SC_67,ed7c13e91c4feca39bc04b495106d4d85b1a79754d7c07a3026bac2ac4bc35f1,SC4671GJ-Hypnogram.edf,19b001efa1d72fd21899b05a93170ae3123d7eb90045e6055be70eb4f742de14,2780,0,2779,True,True,True,0,PASS
sleep_edf_sc,SC4672G0,SC_67,d614f656ef0b8575ba646c984e9ca406ca16d04df5965127a7f962ba344cc247,SC4672GV-Hypnogram.edf,bb95c97dc66c2c9af5c330dbaa671ccdb9518f364df002b9f2a57318c58ca490,2580,0,2579,True,True,True,0,PASS
sleep_edf_sc,SC4701E0,SC_70,b3072359d9c86ad6bddb5b9690ada18e000200efb0e28a4ad0008a0f8e2ceac1,SC4701EC-Hypnogram.edf,42fdc61097d8a8600a56b0cf2e50b9cd2aa22e08a8df6e325b05ffef441a8c73,2679,0,2679,True,True,True,0,PASS
sleep_edf_sc,SC4702E0,SC_70,2d4f55dbb51209930af458f1c092e8a3a06e65ed896fbb571db29b4f8e8753ef,SC4702EA-Hypnogram.edf,491994eac91a17d4d81595a50ac57ea10f59333fe2873606ed91a8a094e3b548,2624,0,2623,True,True,True,0,PASS
sleep_edf_sc,SC4711E0,SC_71,b75372338c7309e7487f75a8f55ed475b838d8faca9c610e7699605ef0a7caff,SC4711EC-Hypnogram.edf,3ecb30c82679d16382caa03059cfd99d69e7794a6671e1cf9d6c0764bcf67738,2730,0,2729,True,True,True,0,PASS
sleep_edf_sc,SC4712E0,SC_71,8f2f14bd8f3ee64d056e09288dae27161999f8de0fbe43e73d4574aa3f83d8a7,SC4712EA-Hypnogram.edf,b08ed680ff10d7e6c8e2cb9c66c5df86b6a40211935e5376e181c2444e135376,2820,0,2819,True,True,True,0,PASS
sleep_edf_sc,SC4721E0,SC_72,2c377aa066a057230c672c6b3ceeff8846a0eb24ff663d85eb854cc99190e5b8,SC4721EC-Hypnogram.edf,08448d6ed3f9254946c4d4c19935c4bc8b4f3d26b3cd58717f401dc55ed6a772,2342,0,2341,True,True,True,0,PASS
sleep_edf_sc,SC4722E0,SC_72,a9be7f918e408781ba905d04a89c6306b0ecadffd28769329a7a843d0ead0442,SC4722EM-Hypnogram.edf,29145efc5b90863aae5a3f9bb71e49fffb18aabf1444a623606f9f8b773b34bd,2746,0,2745,True,True,True,0,PASS
sleep_edf_sc,SC4731E0,SC_73,e2e82527d52ed3682ad991ed24195e7fa82d6fe3f1542bfb1dade3157ae81a0e,SC4731EM-Hypnogram.edf,6498f19b42300a897ed5255618a07b8a01d31bc24aa59ee3ad72f27ebfdc41bf,2780,0,2779,True,True,True,0,PASS
sleep_edf_sc,SC4732E0,SC_73,981ca1e595f4fce296be042ca3d1611d14ba3db001c48b3af61b400c3062b134,SC4732EJ-Hypnogram.edf,b0180b2a43ad1d8be372ba18dffdfe13f1c1767bbda734f83f9dff53d78a637a,2519,0,2519,True,True,True,0,PASS
sleep_edf_sc,SC4741E0,SC_74,36786b44cabd8a54ea1b9d76422c76f519a683037ee524344e66c56e27bbfdc9,SC4741EA-Hypnogram.edf,23178ebef9a0e48bb7109cdb3775b151f998e99ade86ae6f80d14698aa94eeb5,2689,0,2689,True,True,True,0,PASS
sleep_edf_sc,SC4742E0,SC_74,0eeab415ef572668191b259aa5ba94ed31738ebc6d8c8aae1accce52149fd24b,SC4742EC-Hypnogram.edf,93648f89f3a85afc7b7cdcf2ac538ebd277a9f96be8efab40bc23a6af0b7297a,2650,0,2649,True,True,True,0,PASS
sleep_edf_sc,SC4751E0,SC_75,af432c5f13c85d9b2c16178803569dbe5d4c92a31521f962d38c31b3fa517336,SC4751EC-Hypnogram.edf,0ea8d8af121072c1129a6663b32eac04f6e5ad2c1323c41dd8c6c3b1732462c3,2680,0,2679,True,True,True,0,PASS
sleep_edf_sc,SC4752E0,SC_75,2d446b4ae2c1057cfa972dcfc93e65a4d282fceda1599be0db34e77551b4fbc9,SC4752EM-Hypnogram.edf,20ceec1da858775339d575c0911dfb86d03d3ad3545dd22e51a1cff9f19041e8,2470,0,2469,True,True,True,0,PASS
sleep_edf_sc,SC4761E0,SC_76,36e63936d29864f4af09525dd890050847c40d06d7b05f1895b94dae247142cd,SC4761EP-Hypnogram.edf,54c201f60bb66f27129c698ef23be91c8300e889197498cd6bc4ec2883d19d56,2610,0,2629,True,True,True,0,PASS
sleep_edf_sc,SC4762E0,SC_76,f7250c9c8b7f92f21ef3a4f40ed6f4e7b05f458078afdd4e9b5d8fda9b341b07,SC4762EG-Hypnogram.edf,34b43d5bd6db89a9b8cc4501dea7af5521bd5448da7beb7df9a4689530977a6a,2662,0,2809,True,True,True,0,PASS
sleep_edf_sc,SC4771G0,SC_77,89a41f4d10c1b53bbfcc109295ca8dcdd1243f27d4ded273a1e07a1d5765779e,SC4771GC-Hypnogram.edf,89956b672f857399d18cc7153de06a594d6b0765399b9ae953f40cab854e2121,2756,0,2755,True,True,True,0,PASS
sleep_edf_sc,SC4772G0,SC_77,ab0b5a1a5183317f42d84024e3115c2175f7e0f51af0828ea6709435b0b3cf35,SC4772GC-Hypnogram.edf,e05f7cdb7ce0887c1925c282680179ab778963c7fbe9d50f14db6fd30fd88885,2242,0,2241,True,True,True,0,PASS
sleep_edf_sc,SC4801G0,SC_80,8a80a19811cc5ed4dfdae831bf96246777913d240c618d11c520f28c778b27f1,SC4801GC-Hypnogram.edf,795afac28f7ebf1f4dadaf08ffa24c8714e2a7e9281aceacbe2ad8e0152d158d,2774,0,2773,True,True,True,0,PASS
sleep_edf_sc,SC4802G0,SC_80,63ee6a9de3f626775f49af98f8535cc475ec492d7b9e9a1eb55c200c9a51063b,SC4802GV-Hypnogram.edf,dbb649127c4ebf57ed7413f22a53dff642c01d028285a48e76f9ea1509d2e2f7,2810,0,2809,True,True,True,0,PASS
sleep_edf_sc,SC4811G0,SC_81,bf92168c0bfd526ec50a07bd05be7e909bd4f6dd7a871e2420aaf0c939b21cb6,SC4811GG-Hypnogram.edf,b0f4deaec1bd69c3da0cf486ab73a1eee056fa76125c8f60be3e79d31bf4a680,2402,0,2401,True,True,True,0,PASS
sleep_edf_sc,SC4812G0,SC_81,e07158683acdc834d8072bdca7b4f91a657be29ead883b99156177c3e66b0f46,SC4812GV-Hypnogram.edf,61790f8b92be81685cb6d695e509eeebb7f37538057093dfd2e5c8dcfc872038,2414,0,2415,True,True,True,0,PASS
sleep_edf_sc,SC4821G0,SC_82,ad7d6c3afed4dbb2083b0bd9f2e30fab9f61e05f16c41a34b000448f9c159afc,SC4821GC-Hypnogram.edf,4271e32498aac568e0ab24597d7e70deb84ea58e63c9a46bd792e051becefcd5,2721,0,2721,True,True,True,0,PASS
sleep_edf_sc,SC4822G0,SC_82,c2a778767dbccd248f40088015f2421856f60680c6c8d28c38e9ee9e7ad2e802,SC4822GC-Hypnogram.edf,b97ecb2e02f9fb54a0771fbb9dab30a04921e7d22e4fad0b4ddef6324f1f0065,2810,0,2809,True,True,True,0,PASS
