dataset,subject_id,recording_id,psg_acquired,official_checksum_match,hypnogram_acquired,psg_filename,matched_hypnogram_filename,pair_prefix,pair_confidence,required_channels_present,eeg_rate,eog_rate,eeg_unit,eog_unit,psg_duration_seconds,annotation_duration_seconds,first_annotation_onset_seconds,final_annotation_end_seconds,valid_source_staging_events,exact_failure_point,terminal_status
sleep_edf_sc,SC_55,SC4552F0,True,True,True,SC4552F0-PSG.edf,SC4552FW-Hypnogram.edf,SC4552F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84300.0,86400.0,0.0,86400.0,84,INCLUDED,INCLUDED
sleep_edf_sc,SC_56,SC4561F0,True,True,True,SC4561F0-PSG.edf,SC4561FJ-Hypnogram.edf,SC4561F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81120.0,86400.0,0.0,86400.0,184,INCLUDED,INCLUDED
sleep_edf_sc,SC_56,SC4562F0,True,True,True,SC4562F0-PSG.edf,SC4562FJ-Hypnogram.edf,SC4562F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84000.0,86400.0,0.0,86400.0,172,INCLUDED,INCLUDED
sleep_edf_sc,SC_57,SC4571F0,True,True,True,SC4571F0-PSG.edf,SC4571FV-Hypnogram.edf,SC4571F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85500.0,86400.0,0.0,86400.0,211,INCLUDED,INCLUDED
sleep_edf_sc,SC_57,SC4572F0,True,True,True,SC4572F0-PSG.edf,SC4572FC-Hypnogram.edf,SC4572F,EXACT_UNIQUE,True,100.0,100.0,uV,uV,86400.0,86400.0,0.0,86400.0,124,INCLUDED,INCLUDED
sleep_edf_sc,SC_58,SC4581G0,True,True,True,SC4581G0-PSG.edf,SC4581GM-Hypnogram.edf,SC4581G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82140.0,86400.0,0.0,86400.0,161,INCLUDED,INCLUDED
sleep_edf_sc,SC_58,SC4582G0,True,True,True,SC4582G0-PSG.edf,SC4582GP-Hypnogram.edf,SC4582G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,79020.0,86400.0,0.0,86400.0,180,INCLUDED,INCLUDED
sleep_edf_sc,SC_59,SC4591G0,True,True,True,SC4591G0-PSG.edf,SC4591GY-Hypnogram.edf,SC4591G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84600.0,86400.0,0.0,86400.0,194,INCLUDED,INCLUDED
sleep_edf_sc,SC_59,SC4592G0,True,True,True,SC4592G0-PSG.edf,SC4592GY-Hypnogram.edf,SC4592G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,61200.0,86400.0,0.0,86400.0,273,INCLUDED,INCLUDED
sleep_edf_sc,SC_60,SC4601E0,True,True,True,SC4601E0-PSG.edf,SC4601EC-Hypnogram.edf,SC4601E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81900.0,86400.0,0.0,86400.0,203,INCLUDED,INCLUDED
sleep_edf_sc,SC_60,SC4602E0,True,True,True,SC4602E0-PSG.edf,SC4602EJ-Hypnogram.edf,SC4602E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84000.0,86400.0,0.0,86400.0,244,INCLUDED,INCLUDED
sleep_edf_sc,SC_61,SC4611E0,True,True,True,SC4611E0-PSG.edf,SC4611EG-Hypnogram.edf,SC4611E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,79500.0,86400.0,0.0,86400.0,249,INCLUDED,INCLUDED
sleep_edf_sc,SC_61,SC4612E0,True,True,True,SC4612E0-PSG.edf,SC4612EA-Hypnogram.edf,SC4612E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81900.0,86400.0,0.0,86400.0,152,INCLUDED,INCLUDED
sleep_edf_sc,SC_62,SC4621E0,True,True,True,SC4621E0-PSG.edf,SC4621EV-Hypnogram.edf,SC4621E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78360.0,86400.0,0.0,86400.0,189,INCLUDED,INCLUDED
sleep_edf_sc,SC_62,SC4622E0,True,True,True,SC4622E0-PSG.edf,SC4622EJ-Hypnogram.edf,SC4622E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85680.0,86400.0,0.0,86400.0,195,INCLUDED,INCLUDED
sleep_edf_sc,SC_63,SC4631E0,True,True,True,SC4631E0-PSG.edf,SC4631EM-Hypnogram.edf,SC4631E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82740.0,86400.0,0.0,86400.0,157,INCLUDED,INCLUDED
sleep_edf_sc,SC_63,SC4632E0,True,True,True,SC4632E0-PSG.edf,SC4632EA-Hypnogram.edf,SC4632E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85440.0,86400.0,0.0,86400.0,166,INCLUDED,INCLUDED
sleep_edf_sc,SC_64,SC4641E0,True,True,True,SC4641E0-PSG.edf,SC4641EP-Hypnogram.edf,SC4641E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80400.0,86400.0,0.0,86400.0,87,INCLUDED,INCLUDED
sleep_edf_sc,SC_64,SC4642E0,True,True,True,SC4642E0-PSG.edf,SC4642EP-Hypnogram.edf,SC4642E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83700.0,86400.0,0.0,86400.0,89,INCLUDED,INCLUDED
sleep_edf_sc,SC_65,SC4651E0,True,True,True,SC4651E0-PSG.edf,SC4651EP-Hypnogram.edf,SC4651E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85800.0,86400.0,0.0,86400.0,250,INCLUDED,INCLUDED
sleep_edf_sc,SC_65,SC4652E0,True,True,True,SC4652E0-PSG.edf,SC4652EG-Hypnogram.edf,SC4652E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,85200.0,86400.0,0.0,86400.0,398,INCLUDED,INCLUDED
sleep_edf_sc,SC_66,SC4661E0,True,True,True,SC4661E0-PSG.edf,SC4661EJ-Hypnogram.edf,SC4661E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82200.0,86400.0,0.0,86400.0,206,INCLUDED,INCLUDED
sleep_edf_sc,SC_66,SC4662E0,True,True,True,SC4662E0-PSG.edf,SC4662EJ-Hypnogram.edf,SC4662E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84600.0,86400.0,0.0,86400.0,190,INCLUDED,INCLUDED
sleep_edf_sc,SC_67,SC4671G0,True,True,True,SC4671G0-PSG.edf,SC4671GJ-Hypnogram.edf,SC4671G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83400.0,86400.0,0.0,86400.0,228,INCLUDED,INCLUDED
sleep_edf_sc,SC_67,SC4672G0,True,True,True,SC4672G0-PSG.edf,SC4672GV-Hypnogram.edf,SC4672G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,77400.0,86400.0,0.0,86400.0,114,INCLUDED,INCLUDED
sleep_edf_sc,SC_70,SC4701E0,True,True,True,SC4701E0-PSG.edf,SC4701EC-Hypnogram.edf,SC4701E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80400.0,86400.0,0.0,86400.0,108,INCLUDED,INCLUDED
sleep_edf_sc,SC_70,SC4702E0,True,True,True,SC4702E0-PSG.edf,SC4702EA-Hypnogram.edf,SC4702E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78720.0,86400.0,0.0,86400.0,132,INCLUDED,INCLUDED
sleep_edf_sc,SC_71,SC4711E0,True,True,True,SC4711E0-PSG.edf,SC4711EC-Hypnogram.edf,SC4711E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81900.0,86400.0,0.0,86400.0,127,INCLUDED,INCLUDED
sleep_edf_sc,SC_71,SC4712E0,True,True,True,SC4712E0-PSG.edf,SC4712EA-Hypnogram.edf,SC4712E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84600.0,86400.0,0.0,86400.0,156,INCLUDED,INCLUDED
sleep_edf_sc,SC_72,SC4721E0,True,True,True,SC4721E0-PSG.edf,SC4721EC-Hypnogram.edf,SC4721E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,70260.0,86400.0,0.0,86400.0,76,INCLUDED,INCLUDED
sleep_edf_sc,SC_72,SC4722E0,True,True,True,SC4722E0-PSG.edf,SC4722EM-Hypnogram.edf,SC4722E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82380.0,86400.0,0.0,86400.0,153,INCLUDED,INCLUDED
sleep_edf_sc,SC_73,SC4731E0,True,True,True,SC4731E0-PSG.edf,SC4731EM-Hypnogram.edf,SC4731E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83400.0,86400.0,0.0,86400.0,132,INCLUDED,INCLUDED
sleep_edf_sc,SC_73,SC4732E0,True,True,True,SC4732E0-PSG.edf,SC4732EJ-Hypnogram.edf,SC4732E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,75600.0,86400.0,0.0,86400.0,216,INCLUDED,INCLUDED
sleep_edf_sc,SC_74,SC4741E0,True,True,True,SC4741E0-PSG.edf,SC4741EA-Hypnogram.edf,SC4741E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80700.0,86400.0,0.0,86400.0,89,INCLUDED,INCLUDED
sleep_edf_sc,SC_74,SC4742E0,True,True,True,SC4742E0-PSG.edf,SC4742EC-Hypnogram.edf,SC4742E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,79500.0,86400.0,0.0,86400.0,85,INCLUDED,INCLUDED
sleep_edf_sc,SC_75,SC4751E0,True,True,True,SC4751E0-PSG.edf,SC4751EC-Hypnogram.edf,SC4751E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,80400.0,86400.0,0.0,86400.0,57,INCLUDED,INCLUDED
sleep_edf_sc,SC_75,SC4752E0,True,True,True,SC4752E0-PSG.edf,SC4752EM-Hypnogram.edf,SC4752E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,74100.0,86400.0,0.0,86400.0,137,INCLUDED,INCLUDED
sleep_edf_sc,SC_76,SC4761E0,True,True,True,SC4761E0-PSG.edf,SC4761EP-Hypnogram.edf,SC4761E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,78900.0,86400.0,0.0,86400.0,134,INCLUDED,INCLUDED
sleep_edf_sc,SC_76,SC4762E0,True,True,True,SC4762E0-PSG.edf,SC4762EG-Hypnogram.edf,SC4762E,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84300.0,86400.0,0.0,86400.0,227,INCLUDED,INCLUDED
sleep_edf_sc,SC_77,SC4771G0,True,True,True,SC4771G0-PSG.edf,SC4771GC-Hypnogram.edf,SC4771G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,82680.0,86400.0,0.0,86400.0,135,INCLUDED,INCLUDED
sleep_edf_sc,SC_77,SC4772G0,True,True,True,SC4772G0-PSG.edf,SC4772GC-Hypnogram.edf,SC4772G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,67260.0,86400.0,0.0,86400.0,134,INCLUDED,INCLUDED
sleep_edf_sc,SC_80,SC4801G0,True,True,True,SC4801G0-PSG.edf,SC4801GC-Hypnogram.edf,SC4801G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,83220.0,86400.0,0.0,86400.0,164,INCLUDED,INCLUDED
sleep_edf_sc,SC_80,SC4802G0,True,True,True,SC4802G0-PSG.edf,SC4802GV-Hypnogram.edf,SC4802G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84300.0,86400.0,0.0,86400.0,157,INCLUDED,INCLUDED
sleep_edf_sc,SC_81,SC4811G0,True,True,True,SC4811G0-PSG.edf,SC4811GG-Hypnogram.edf,SC4811G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,72060.0,86400.0,0.0,86400.0,224,INCLUDED,INCLUDED
sleep_edf_sc,SC_81,SC4812G0,True,True,True,SC4812G0-PSG.edf,SC4812GV-Hypnogram.edf,SC4812G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,72480.0,86400.0,0.0,86400.0,150,INCLUDED,INCLUDED
sleep_edf_sc,SC_82,SC4821G0,True,True,True,SC4821G0-PSG.edf,SC4821GC-Hypnogram.edf,SC4821G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,81660.0,86400.0,0.0,86400.0,152,INCLUDED,INCLUDED
sleep_edf_sc,SC_82,SC4822G0,True,True,True,SC4822G0-PSG.edf,SC4822GC-Hypnogram.edf,SC4822G,EXACT_UNIQUE,True,100.0,100.0,uV,uV,84300.0,86400.0,0.0,86400.0,165,INCLUDED,INCLUDED
