experiment_id,condition,seed,metric,start,end,status
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUROC,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUROC,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUROC,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,ERROR_AUPRC,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,AURC,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.1,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.1,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,coverage_0.05,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C4,17,gap_0.05,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,macro-F1,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,NLL,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,Brier,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUROC,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,ERROR_AUPRC,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,AURC,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.1,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.1,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,coverage_0.05,1900,2000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,0,100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,100,200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,200,300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,300,400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,400,500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,500,600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,600,700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,700,800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,800,900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,900,1000,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1000,1100,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1100,1200,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1200,1300,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1300,1400,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1400,1500,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1500,1600,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1600,1700,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1700,1800,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1800,1900,REUSED
D1_SLEEPEDF_TO_ISRUC,C5,17,gap_0.05,1900,2000,REUSED
