subject_id,channel_index,raw_hex,raw_repr,decoded_before_cleanup,decoded_after_padding_strip,transducer_raw_hex,transducer_repr,transducer,physical_dimension,physical_min,physical_max,digital_min,digital_max,samples_per_record
I010,7,4f322d41312020202020202020202020,b'O2-A1           ',O2-A1           ,O2-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I010,8,58312020202020202020202020202020,b'X1              ',X1              ,X1,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-101,101,-32768,32767,400
I010,9,58322020202020202020202020202020,b'X2              ',X2              ,X2,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-87,87,-32768,32767,400
I010,10,58332020202020202020202020202020,b'X3              ',X3              ,X3,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-39,39,-32768,32767,400
I010,11,58342020202020202020202020202020,b'X4              ',X4              ,X4,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-33,33,-32768,32767,400
I010,12,58352020202020202020202020202020,b'X5              ',X5              ,X5,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-612,612,-32768,32767,400
I010,13,58362020202020202020202020202020,b'X6              ',X6              ,X6,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-22,22,-32768,32767,25
I010,14,44433320202020202020202020202020,b'DC3             ',DC3             ,DC3,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-1180,1180,-32768,32767,50
I010,15,58372020202020202020202020202020,b'X7              ',X7              ,X7,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-20,20,-32768,32767,50
I010,16,58382020202020202020202020202020,b'X8              ',X8              ,X8,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-14,14,-32768,32767,50
I010,17,53614f32202020202020202020202020,b'SaO2            ',SaO2            ,SaO2,53614f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SaO2_Channel                                                                    ',SaO2_Channel,%,0,100,-32768,32767,25
I010,18,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,200,-32768,32767,50
I011,0,45312d4d322020202020202020202020,b'E1-M2           ',E1-M2           ,E1-M2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-2490,2490,-32768,32767,400
I011,1,45322d4d312020202020202020202020,b'E2-M1           ',E2-M1           ,E2-M1,454f47325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG2_Channel                                                                    ',EOG2_Channel,uV,-2490,2490,-32768,32767,400
I011,2,46332d4d322020202020202020202020,b'F3-M2           ',F3-M2           ,F3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I011,3,43332d4d322020202020202020202020,b'C3-M2           ',C3-M2           ,C3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I011,4,4f312d4d322020202020202020202020,b'O1-M2           ',O1-M2           ,O1-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I011,5,46342d4d312020202020202020202020,b'F4-M1           ',F4-M1           ,F4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I011,6,43342d4d312020202020202020202020,b'C4-M1           ',C4-M1           ,C4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I011,7,4f322d4d312020202020202020202020,b'O2-M1           ',O2-M1           ,O2-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I011,8,58312020202020202020202020202020,b'X1              ',X1              ,X1,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-9404,9404,-32768,32767,400
I011,9,58322020202020202020202020202020,b'X2              ',X2              ,X2,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-9404,9404,-32768,32767,400
I011,10,58332020202020202020202020202020,b'X3              ',X3              ,X3,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-9404,9404,-32768,32767,400
I011,11,58342020202020202020202020202020,b'X4              ',X4              ,X4,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-9404,9404,-32768,32767,400
I011,12,58352020202020202020202020202020,b'X5              ',X5              ,X5,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-9404,9404,-32768,32767,400
I011,13,58362020202020202020202020202020,b'X6              ',X6              ,X6,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-9404,9404,-32768,32767,25
I011,14,44433420202020202020202020202020,b'DC4             ',DC4             ,DC4,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-495,495,-32768,32767,400
I011,15,58372020202020202020202020202020,b'X7              ',X7              ,X7,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-9404,9404,-32768,32767,50
I011,16,58382020202020202020202020202020,b'X8              ',X8              ,X8,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-9404,9404,-32768,32767,50
I011,17,58372d58382020202020202020202020,b'X7-X8           ',X7-X8           ,X7-X8,53756d5f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Sum_Channel                                                                     ',Sum_Channel,,0,100,-32768,32767,50
I011,18,53704f32202020202020202020202020,b'SpO2            ',SpO2            ,SpO2,53704f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SpO2_Channel                                                                    ',SpO2_Channel,%,0,100,-32768,32767,25
I011,19,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,100,-32768,32767,50
I011,20,44433120202020202020202020202020,b'DC1             ',DC1             ,DC1,542d50726573204368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'T-Pres Channel                                                                  ',T-Pres Channel,uV,-494,494,-32768,32767,200
I011,21,44433220202020202020202020202020,b'DC2             ',DC2             ,DC2,542d466c6f77204368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'T-Flow Channel                                                                  ',T-Flow Channel,uV,-1042,1042,-32768,32767,200
I011,22,44433320202020202020202020202020,b'DC3             ',DC3             ,DC3,542d4c65616b204368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'T-Leak Channel                                                                  ',T-Leak Channel,uV,-622,622,-32768,32767,200
I011,23,44433520202020202020202020202020,b'DC5             ',DC5             ,DC5,542d566f6c204368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'T-Vol Channel                                                                   ',T-Vol Channel,uV,-509,509,-32768,32767,200
I012,0,4c4f432d413220202020202020202020,b'LOC-A2          ',LOC-A2          ,LOC-A2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-25,25,-32768,32767,400
I012,1,524f432d413120202020202020202020,b'ROC-A1          ',ROC-A1          ,ROC-A1,454f47325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG2_Channel                                                                    ',EOG2_Channel,uV,-25,25,-32768,32767,400
I012,2,46332d41322020202020202020202020,b'F3-A2           ',F3-A2           ,F3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I012,3,43332d41322020202020202020202020,b'C3-A2           ',C3-A2           ,C3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I012,4,4f312d41322020202020202020202020,b'O1-A2           ',O1-A2           ,O1-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I012,5,46342d41312020202020202020202020,b'F4-A1           ',F4-A1           ,F4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I012,6,43342d41312020202020202020202020,b'C4-A1           ',C4-A1           ,C4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I012,7,4f322d41312020202020202020202020,b'O2-A1           ',O2-A1           ,O2-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I012,8,58312020202020202020202020202020,b'X1              ',X1              ,X1,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-101,101,-32768,32767,400
I012,9,58322020202020202020202020202020,b'X2              ',X2              ,X2,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-87,87,-32768,32767,400
I012,10,58332020202020202020202020202020,b'X3              ',X3              ,X3,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-39,39,-32768,32767,400
I012,11,58342020202020202020202020202020,b'X4              ',X4              ,X4,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-33,33,-32768,32767,400
I012,12,58352020202020202020202020202020,b'X5              ',X5              ,X5,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-612,612,-32768,32767,400
I012,13,58362020202020202020202020202020,b'X6              ',X6              ,X6,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-21,21,-32768,32767,25
I012,14,44433320202020202020202020202020,b'DC3             ',DC3             ,DC3,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-3802,3802,-32768,32767,50
I012,15,58372020202020202020202020202020,b'X7              ',X7              ,X7,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-76,76,-32768,32767,50
I012,16,58382020202020202020202020202020,b'X8              ',X8              ,X8,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-76,76,-32768,32767,50
I012,17,53614f32202020202020202020202020,b'SaO2            ',SaO2            ,SaO2,53614f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SaO2_Channel                                                                    ',SaO2_Channel,%,0,100,-32768,32767,25
I012,18,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,200,-32768,32767,50
I013,0,45312d4d322020202020202020202020,b'E1-M2           ',E1-M2           ,E1-M2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-2490,2490,-32768,32767,400
I013,1,45322d4d312020202020202020202020,b'E2-M1           ',E2-M1           ,E2-M1,454f47325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG2_Channel                                                                    ',EOG2_Channel,uV,-2490,2490,-32768,32767,400
I013,2,46332d4d322020202020202020202020,b'F3-M2           ',F3-M2           ,F3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I013,3,43332d4d322020202020202020202020,b'C3-M2           ',C3-M2           ,C3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I013,4,4f312d4d322020202020202020202020,b'O1-M2           ',O1-M2           ,O1-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-2490,2490,-32768,32767,400
I013,5,46342d4d312020202020202020202020,b'F4-M1           ',F4-M1           ,F4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I013,6,43342d4d312020202020202020202020,b'C4-M1           ',C4-M1           ,C4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I013,7,4f322d4d312020202020202020202020,b'O2-M1           ',O2-M1           ,O2-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-2490,2490,-32768,32767,400
I013,8,58312020202020202020202020202020,b'X1              ',X1              ,X1,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-9404,9404,-32768,32767,400
I013,9,58322020202020202020202020202020,b'X2              ',X2              ,X2,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-9404,9404,-32768,32767,400
I013,10,58332020202020202020202020202020,b'X3              ',X3              ,X3,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-9404,9404,-32768,32767,400
I013,11,58342020202020202020202020202020,b'X4              ',X4              ,X4,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-9404,9404,-32768,32767,400
I013,12,58352020202020202020202020202020,b'X5              ',X5              ,X5,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-9404,9404,-32768,32767,400
I013,13,58362020202020202020202020202020,b'X6              ',X6              ,X6,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-9404,9404,-32768,32767,25
I013,14,44433420202020202020202020202020,b'DC4             ',DC4             ,DC4,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-223,223,-32768,32767,50
I013,15,58372020202020202020202020202020,b'X7              ',X7              ,X7,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-9404,9404,-32768,32767,50
I013,16,58382020202020202020202020202020,b'X8              ',X8              ,X8,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-9404,9404,-32768,32767,50
I013,17,53704f32202020202020202020202020,b'SpO2            ',SpO2            ,SpO2,53704f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SpO2_Channel                                                                    ',SpO2_Channel,%,0,100,-32768,32767,25
I013,18,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,200,-32768,32767,50
I014,0,45312d4d322020202020202020202020,b'E1-M2           ',E1-M2           ,E1-M2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-5013,5013,-32768,32767,400
I014,1,45322d4d312020202020202020202020,b'E2-M1           ',E2-M1           ,E2-M1,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-5013,5013,-32768,32767,400
I014,2,46332d4d322020202020202020202020,b'F3-M2           ',F3-M2           ,F3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-5013,5013,-32768,32767,400
I014,3,43332d4d322020202020202020202020,b'C3-M2           ',C3-M2           ,C3-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-5013,5013,-32768,32767,400
I014,4,4f312d4d322020202020202020202020,b'O1-M2           ',O1-M2           ,O1-M2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-5013,5013,-32768,32767,400
I014,5,46342d4d312020202020202020202020,b'F4-M1           ',F4-M1           ,F4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-5013,5013,-32768,32767,400
I014,6,43342d4d312020202020202020202020,b'C4-M1           ',C4-M1           ,C4-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-5013,5013,-32768,32767,400
I014,7,4f322d4d312020202020202020202020,b'O2-M1           ',O2-M1           ,O2-M1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-5013,5013,-32768,32767,400
I014,8,32342020202020202020202020202020,b'24              ',24              ,24,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-5013,5013,-32768,32767,400
I014,9,32352020202020202020202020202020,b'25              ',25              ,25,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-5013,5013,-32768,32767,400
I014,10,32362020202020202020202020202020,b'26              ',26              ,26,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-5013,5013,-32768,32767,400
I014,11,32372020202020202020202020202020,b'27              ',27              ,27,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-5013,5013,-32768,32767,400
I014,12,32382020202020202020202020202020,b'28              ',28              ,28,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-5013,5013,-32768,32767,400
I014,13,32392020202020202020202020202020,b'29              ',29              ,29,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-5013,5013,-32768,32767,25
I014,14,44433031202020202020202020202020,b'DC01            ',DC01            ,DC01,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-327680,327680,-32768,32767,25
I014,15,33302020202020202020202020202020,b'30              ',30              ,30,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-5013,5013,-32768,32767,50
I014,16,33312020202020202020202020202020,b'31              ',31              ,31,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-5013,5013,-32768,32767,50
I014,17,53704f32202020202020202020202020,b'SpO2            ',SpO2            ,SpO2,53704f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SpO2_Channel                                                                    ',SpO2_Channel,%,0,100,-32768,32767,25
I014,18,44433032202020202020202020202020,b'DC02            ',DC02            ,DC02,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,100,-32768,32767,25
I015,0,4c4f432d413220202020202020202020,b'LOC-A2          ',LOC-A2          ,LOC-A2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-25,25,-32768,32767,400
I015,1,524f432d413120202020202020202020,b'ROC-A1          ',ROC-A1          ,ROC-A1,454f47325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG2_Channel                                                                    ',EOG2_Channel,uV,-25,25,-32768,32767,400
I015,2,46332d41322020202020202020202020,b'F3-A2           ',F3-A2           ,F3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I015,3,43332d41322020202020202020202020,b'C3-A2           ',C3-A2           ,C3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I015,4,4f312d41322020202020202020202020,b'O1-A2           ',O1-A2           ,O1-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I015,5,46342d41312020202020202020202020,b'F4-A1           ',F4-A1           ,F4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
