dataset,recording_path,url,range_supported,content_range,signal_count,labels,physical_dimensions,sampling_hz,samples_per_record,records,record_duration_s,duration_s,edf_plus,patient_header_redacted,header_bytes_inspected,status
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4291G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4291G0-PSG.edf,TRUE,bytes 0-2047/50271488,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2756,30.0,82680.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4292G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4292G0-PSG.edf,TRUE,bytes 0-2047/51256448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2810,30.0,84300.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4301E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4301E0-PSG.edf,TRUE,bytes 0-2047/48265088,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2646,30.0,79380.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4302E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,TRUE,bytes 0-2047/51219968,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2808,30.0,84240.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4311E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,TRUE,bytes 0-2047/48702848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2670,30.0,80100.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4312E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,TRUE,bytes 0-2047/49250048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2700,30.0,81000.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4321E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4321E0-PSG.edf,TRUE,bytes 0-2047/49067648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2690,30.0,80700.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4322E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4322E0-PSG.edf,TRUE,bytes 0-2047/47717888,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2616,30.0,78480.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4331F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4331F0-PSG.edf,TRUE,bytes 0-2047/51256448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2810,30.0,84300.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4332F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4332F0-PSG.edf,TRUE,bytes 0-2047/50344448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2760,30.0,82800.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4341F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4341F0-PSG.edf,TRUE,bytes 0-2047/50162048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2750,30.0,82500.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4342F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4342F0-PSG.edf,TRUE,bytes 0-2047/50891648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2790,30.0,83700.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4351F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,TRUE,bytes 0-2047/49432448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2710,30.0,81300.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4352F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4352F0-PSG.edf,TRUE,bytes 0-2047/46185728,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2532,30.0,75960.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4362F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4362F0-PSG.edf,TRUE,bytes 0-2047/41333888,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,6000|6000|6000|60|60|60|60,1133,60.0,67980.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4371F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4371F0-PSG.edf,TRUE,bytes 0-2047/51986048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2850,30.0,85500.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4372F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4372F0-PSG.edf,TRUE,bytes 0-2047/51803648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2840,30.0,85200.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4381F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4381F0-PSG.edf,TRUE,bytes 0-2047/50162048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2750,30.0,82500.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4382F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4382F0-PSG.edf,TRUE,bytes 0-2047/50526848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2770,30.0,83100.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4401E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4401E0-PSG.edf,TRUE,bytes 0-2047/47973248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2630,30.0,78900.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4402E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4402E0-PSG.edf,TRUE,bytes 0-2047/50891648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2790,30.0,83700.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4411E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4411E0-PSG.edf,TRUE,bytes 0-2047/49760768,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2728,30.0,81840.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4412E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4412E0-PSG.edf,TRUE,bytes 0-2047/52131968,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2858,30.0,85740.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4421E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4421E0-PSG.edf,TRUE,bytes 0-2047/50417408,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2764,30.0,82920.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4422E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4422E0-PSG.edf,TRUE,bytes 0-2047/48921728,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2682,30.0,80460.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4431E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4431E0-PSG.edf,TRUE,bytes 0-2047/51256448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2810,30.0,84300.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4432E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4432E0-PSG.edf,TRUE,bytes 0-2047/50709248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2780,30.0,83400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4441E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4441E0-PSG.edf,TRUE,bytes 0-2047/47790848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2620,30.0,78600.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4442E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4442E0-PSG.edf,TRUE,bytes 0-2047/50672768,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2778,30.0,83340.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4451F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4451F0-PSG.edf,TRUE,bytes 0-2047/50891648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2790,30.0,83700.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4452F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4452F0-PSG.edf,TRUE,bytes 0-2047/48702848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2670,30.0,80100.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4461F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4461F0-PSG.edf,TRUE,bytes 0-2047/49177088,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2696,30.0,80880.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4462F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4462F0-PSG.edf,TRUE,bytes 0-2047/52095488,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2856,30.0,85680.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4471F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4471F0-PSG.edf,TRUE,bytes 0-2047/49979648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2740,30.0,82200.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4472F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4472F0-PSG.edf,TRUE,bytes 0-2047/50891648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2790,30.0,83700.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4481F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4481F0-PSG.edf,TRUE,bytes 0-2047/52533248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2880,30.0,86400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4482F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4482F0-PSG.edf,TRUE,bytes 0-2047/52533248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2880,30.0,86400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4491G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4491G0-PSG.edf,TRUE,bytes 0-2047/51074048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2800,30.0,84000.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4492G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4492G0-PSG.edf,TRUE,bytes 0-2047/38962688,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2136,30.0,64080.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4501E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4501E0-PSG.edf,TRUE,bytes 0-2047/50162048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2750,30.0,82500.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4502E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4502E0-PSG.edf,TRUE,bytes 0-2047/50526848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2770,30.0,83100.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4511E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4511E0-PSG.edf,TRUE,bytes 0-2047/49468928,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2712,30.0,81360.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4512E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4512E0-PSG.edf,TRUE,bytes 0-2047/50162048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2750,30.0,82500.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4522E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4522E0-PSG.edf,TRUE,bytes 0-2047/50599808,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2774,30.0,83220.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4531E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4531E0-PSG.edf,TRUE,bytes 0-2047/47462528,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2602,30.0,78060.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4532E0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4532E0-PSG.edf,TRUE,bytes 0-2047/50052608,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2744,30.0,82320.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4541F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4541F0-PSG.edf,TRUE,bytes 0-2047/49979648,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2740,30.0,82200.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4542F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4542F0-PSG.edf,TRUE,bytes 0-2047/48885248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2680,30.0,80400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4551F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4551F0-PSG.edf,TRUE,bytes 0-2047/50563328,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2772,30.0,83160.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4552F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4552F0-PSG.edf,TRUE,bytes 0-2047/51256448,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2810,30.0,84300.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4561F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4561F0-PSG.edf,TRUE,bytes 0-2047/49323008,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2704,30.0,81120.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4562F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4562F0-PSG.edf,TRUE,bytes 0-2047/51074048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV|DegC|,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2800,30.0,84000.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4571F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4571F0-PSG.edf,TRUE,bytes 0-2047/51986048,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2850,30.0,85500.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4572F0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4572F0-PSG.edf,TRUE,bytes 0-2047/52533248,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2880,30.0,86400.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4581G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4581G0-PSG.edf,TRUE,bytes 0-2047/49943168,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2738,30.0,82140.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4582G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4582G0-PSG.edf,TRUE,bytes 0-2047/48046208,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2634,30.0,79020.0,False,TRUE,2048,VERIFIED
Sleep-EDF Expanded v1.0.0,sleep-cassette/SC4591G0-PSG.edf,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4591G0-PSG.edf,TRUE,bytes 0-2047/51438848,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,uV|uV|uV||uV||,100|100|100|1|1|1|1,3000|3000|3000|30|30|30|30,2820,30.0,84600.0,False,TRUE,2048,VERIFIED
