subject_id,provider_folder,filename,role,provider,local_path,bytes,sha256,acquisition_status,retry_count,terminal_acquisition_reason
I023,23,23_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-23\23\23_2.txt,2676,b516edecc682e2971f4e204956bd0786b77e477665c8e7423707ecbe551e1e8f,ACQUIRED,0,
I023,23,23_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-23\23\23_2.xlsx,42112,9e90fcbf9060048d8abbe57b1173ce63551e8685a4ff6d988765ba8b9da54bc4,ACQUIRED,0,
I024,24,24.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-24\24\24.rec,135710120,8f2cb0f387ba8524b6cd20dd9f53496bc1850c707f13e0954f21c381efede4d6,ACQUIRED,0,
I024,24,24_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-24\24\24_1.txt,2490,fb02f6b4eae74b146d1081bac4c185c3ce503a965f4f1beed3e1ad0d1da951b0,ACQUIRED,0,
I024,24,24_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-24\24\24_1.xlsx,38925,b3ab1bc78549caf8a2b80921e80e998ad64084f5a0a7fd5911a6bacc6bd7fe53,ACQUIRED,0,
I024,24,24_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-24\24\24_2.txt,2490,cef9ce7941dbd69143b7f03368bf9f3607565bafc67fa2866e762842bb0c9aa6,ACQUIRED,0,
I024,24,24_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-24\24\24_2.xlsx,38773,326df18a2768cab475e408cd5294ebb4159aec3f976799ba43059de954e54215,ACQUIRED,0,
I025,25,25.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-25\25\25.rec,149207120,2c3c8030294282a7c35cf1c08cb7f7d4648840a6515e0255fd81215a6b7ac6e6,ACQUIRED,0,
I025,25,25_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-25\25\25_1.txt,2763,970374ff8890b20d22db2994f35595069f8ec9d324ead18f8dcd3ec6d5b92865,ACQUIRED,0,
I025,25,25_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-25\25\25_1.xlsx,41795,f36c2bfa9a447923bb2eb42d9a36d58109e1ebf8daa687bbf3acce1f0a2b58f3,ACQUIRED,0,
I025,25,25_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-25\25\25_2.txt,2763,60093cd4121a152406f750e43e4b61ad457d9004340d11fc76606cbb46d2cded,ACQUIRED,0,
I025,25,25_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-25\25\25_2.xlsx,42160,e6d68aebb3a743f354ae7a4ae92d3176aad37651eb9a7971a49538f7c797b15f,ACQUIRED,0,
I026,26,26.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-26\26\26.rec,173642120,d71460c5370fbc5e1fde7d9cbbfff9683e6c6b19edcb18d03eabf80af9858395,ACQUIRED,0,
I026,26,26_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-26\26\26_1.txt,3186,6fae0d73c1cbe819f1382afb601ec7d14aa4489266b736538034b24f6e63740c,ACQUIRED,0,
I026,26,26_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-26\26\26_1.xlsx,48519,053bd11d295f3b94a711ed21a2440d2641ed6e06de6ee9873aa74f8887684ae9,ACQUIRED,0,
I026,26,26_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-26\26\26_2.txt,3186,5746e8c744800aa01e731250df2ed8b0bf8a325c4ebc1ed5623679f104c1d683,ACQUIRED,0,
I026,26,26_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-26\26\26_2.xlsx,48078,0ccddab783ce359ffa51af9066600fd1eeaa72ef3ee0787562f41d96a2200144,ACQUIRED,0,
I027,27,27.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-27\27\27.rec,149409620,388c46d6783e3d33bc8c3c26fd48720de4c2990a3fcab3f3033ed5821672432b,ACQUIRED,0,
I027,27,27_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-27\27\27_1.txt,2754,5a70c40fadee888818ab69429a1d9b9001043483c4704da5651b69dafe4da652,ACQUIRED,0,
I027,27,27_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-27\27\27_1.xlsx,42084,f76059bff4850dc5d4e9b0d7bb50aa91e6cd9968e91aefb8282bf2b0d08620c7,ACQUIRED,0,
I027,27,27_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-27\27\27_2.txt,2754,85d352999429170cfba94defb8f0806a972523a0b7ecda3fbe9330e83d2a272e,ACQUIRED,0,
I027,27,27_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-27\27\27_2.xlsx,42308,e7f2b5de04772c9e7ecee434ff03278c75cfd04d3d2d6459fb636b8cbfae32dc,ACQUIRED,0,
I028,28,28.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-28\28\28.rec,153473120,4476881fcddf50a82c85b3a830c9c16087f6dd43cc28aea755394660d5242158,ACQUIRED,0,
I028,28,28_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-28\28\28_1.txt,2902,4f3ebb698637527b7b79f9664f8ff4e9800c6d9cf22e2214d5bfc40efc83a4ac,ACQUIRED,0,
I028,28,28_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-28\28\28_1.xlsx,44539,add0923c3825b9fdaadd4dc2144b7e92b26b49c0b5b98847e625e984aec13a94,ACQUIRED,0,
I028,28,28_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-28\28\28_2.txt,2646,1c38d34303977be80bb94c74ca5984b630d21364e2f498b986976d47475fa5db,ACQUIRED,0,
I028,28,28_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-28\28\28_2.xlsx,41428,3873821fd0fa9bca2b8d78bab641f248ed63efc970b0341bb7d2d683c66c1ca6,ACQUIRED,0,
I029,29,29.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-29\29\29.rec,148433120,9de01a2bca04fba5f09fe85520e7827f5a5c3703ecc6857eb63379c3cf7fe4e6,ACQUIRED,0,
I029,29,29_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-29\29\29_1.txt,2736,397d3429b9ccb3707b8f33d73d7a74272edd1de7e5daadbc34e6a41dbb48321b,ACQUIRED,0,
I029,29,29_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-29\29\29_1.xlsx,41961,7ec631f5a264d6cc3b7c000a7cb322943d7c70edbb7586d4db0340e58f2e7c4f,ACQUIRED,0,
I029,29,29_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-29\29\29_2.txt,2736,2df7455e75990ea397267158c648574c7267d5de6a5a45f5d0181618025d5329,ACQUIRED,0,
I029,29,29_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-29\29\29_2.xlsx,41844,7ff76f2194cb3c888572424716669dcf59190813572ea96e72cd1b2afc9391c8,ACQUIRED,0,
I030,30,30.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-30\30\30.rec,142889120,9a62a6fafe27900e6c9f1e900e6ab7f60faecd7fe09f80fe22c604ed499a6b1f,ACQUIRED,0,
I030,30,30_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-30\30\30_1.txt,2646,3c0e26cc7d51bc7d58abd50fe7ba3090573fa113e4b1959e95a0f763938ce22a,ACQUIRED,0,
I030,30,30_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-30\30\30_1.xlsx,41222,49624b95119dd8c53ddd577aa504eb20a54db14c12b03b5770a92633a844a97a,ACQUIRED,0,
I030,30,30_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-30\30\30_2.txt,2646,cfbd42c3a7dec4551bcca13100904107507241f3cafde22479309a529eb9950e,ACQUIRED,0,
I030,30,30_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-30\30\30_2.xlsx,41224,2cbd702c0604f85c6bb6dfd8a4a8f5cda213a6665c9689752caf9648e7b0c965,ACQUIRED,0,
I031,31,31.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-31\31\31.rec,142079120,bd99f1d24e1853a7b905d1989b5b125a5f74c45cdbba0758c5afc55f97037b13,ACQUIRED,0,
I031,31,31_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-31\31\31_1.txt,2631,3b9495a8a015f300ce2986520bde6e68f1c0b163ee88508dcb24b15bcbeb22c1,ACQUIRED,0,
I031,31,31_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-31\31\31_1.xlsx,40258,54de0badeb5c0a6e27686c543f2595a25237c560fe533bd98ecf328751e2e789,ACQUIRED,0,
I031,31,31_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-31\31\31_2.txt,2631,62a764c66753c8de3ae48bfab1cfa9a9cec1cceca3bc39c601afdb6cfeb495fa,ACQUIRED,0,
I031,31,31_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-31\31\31_2.xlsx,40578,86eeac1a79f8b48509899907ea19836deb7f82d1bc70516512bc76d2d82c0503,ACQUIRED,0,
I032,32,32.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-32\32\32.rec,163625120,6df908720d3ed03c8310a839c1ca62847de14d55fca96852906e9937894782f0,ACQUIRED,0,
I032,32,32_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-32\32\32_1.txt,3030,f100c3648b7ecfa65c55d4524eee5c8367c7ad4ca75e9b5c38cb9b0d5f763760,ACQUIRED,0,
I032,32,32_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-32\32\32_1.xlsx,44672,2e60a9c1eda01a7f1d1c42e799025f0e32df336f83d9da059a84181f4224d3ba,ACQUIRED,0,
I032,32,32_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-32\32\32_2.txt,3030,454546032f1fbe49dc4eecd72fc59c677c850b5167b455416847000f708fbd60,ACQUIRED,0,
I032,32,32_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-32\32\32_2.xlsx,44968,34f6a059fe88d1468143db11f5a6d4739a13d4f69c6c1dd5f56c2437cce1e636,ACQUIRED,0,
I033,33,33.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-33\33\33.rec,149045120,38b9336a592bb057c87ecdd3c79432b7ae241dc0259db41158b49fa840eed3bc,ACQUIRED,0,
I033,33,33_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-33\33\33_1.txt,2842,c715f1678873480169c580de5691a4d55a4f2f7765d47c80d5b0e98f06a6e380,ACQUIRED,0,
I033,33,33_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-33\33\33_1.xlsx,42497,c6da1e8631fb10415e1a9f612ef9a3fa64f65514427d69fa80a48509520521d0,ACQUIRED,0,
I033,33,33_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-33\33\33_2.txt,2760,76bb5bddc9806203a9409472dc94c4c7e59b38792c50eafb8f98880775a1b1a4,ACQUIRED,0,
I033,33,33_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-33\33\33_2.xlsx,44241,e54450f92f54cdd45ded765bf99f0471d691263ec55225710e11a63a3e6a2891,ACQUIRED,0,
I034,34,34.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-34\34\34.rec,141107120,69136a14e40e0553cadb172aeb05070598606fbc2d9edb54d3a601940efd86a6,ACQUIRED,0,
I034,34,34_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-34\34\34_1.txt,2793,15f00e3fac04d4911403dd108e8a57a833ac16191427074e2929a0bf0e6c2045,ACQUIRED,0,
I034,34,34_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-34\34\34_1.xlsx,41381,8698ed4bbd709c597e07d0180bf86adf12b6f53e0e751437745c42eeafffbbd0,ACQUIRED,0,
I034,34,34_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-34\34\34_2.txt,2613,722f25025bfca386e7f73d59c47ad12a520e048ae11ab22760a87fc5807ec8a2,ACQUIRED,0,
I034,34,34_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-34\34\34_2.xlsx,40937,56fd4925f0fcefd2d81acc1a4d01e364b81b5fc7c66af03ed7b4a54546a2f248,ACQUIRED,0,
I035,35,35.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-35\35\35.rec,137117120,bb341981ad750e2c90436cead6f38fcef61671e24d59a3ba5c1dd8431ef67c32,ACQUIRED,0,
I035,35,35_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-35\35\35_1.txt,2758,4f92016cd5ba5a74cf680334a876ad88bb8d42f22262585eed8f4319b9b5e1d1,ACQUIRED,0,
I035,35,35_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-35\35\35_1.xlsx,37247,9c3ae05005b247fd5dd43b07ff2fdf851406f9bc1c304c127eef0a9741962e22,ACQUIRED,0,
I035,35,35_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-35\35\35_2.txt,2364,a22e826c454a29c5b82bd1a64f7cfb8da31a7b85530da010c4f5cd5a7ce6dfe1,ACQUIRED,0,
I035,35,35_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-35\35\35_2.xlsx,37420,bd2366c48a7298d418bff03387cbf20bfbb4dead4d2914544b9e529ddc423cb7,ACQUIRED,0,
I036,36,36.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-36\36\36.rec,160639370,bc34985ca18f6847607e4e1c761ae0876c52af4afbdbfa2003ba9f3f6d8cd25d,ACQUIRED,0,
I036,36,36_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-36\36\36_1.txt,2961,5f5dca6d76a6d3b928b45df7d6a2a743c05ed0c5a89833158a2700c0ea82ab28,ACQUIRED,0,
I036,36,36_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-36\36\36_1.xlsx,43311,a6ffd5d126dec418ee5442a32078990d00b35c59575a1f2cfa243fc50e7982e6,ACQUIRED,0,
I036,36,36_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-36\36\36_2.txt,2961,c1f75ac62eac339e569f1588f5054f0ddf1cfa4a294b25a29d50571307a9765c,ACQUIRED,0,
I036,36,36_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-36\36\36_2.xlsx,44172,b0511d385c39e31e1a9f742c33447848e2a19bf42e7f4051be66c354d4735628,ACQUIRED,0,
I037,37,37.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-37\37\37.rec,130577120,5b5f59d34cc13154d697eba1fdaef0113a6e5e1866591f289eebaad84dc18c55,ACQUIRED,0,
I037,37,37_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-37\37\37_1.txt,2770,f969ac42db9905be7342198377dab2aa272a6bf71b1382f389e7f9825e62ab11,ACQUIRED,0,
I037,37,37_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-37\37\37_1.xlsx,38692,8b0737ca70c3127727bff4a052a8909ec63f0f9e33c4bdb6aacfb03063da2618,ACQUIRED,0,
I037,37,37_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-37\37\37_2.txt,2418,ab838b683d008f38a27a076b899838b2af7526bdb88216401573837a51b26b24,ACQUIRED,0,
I037,37,37_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-37\37\37_2.xlsx,39027,de3adef7a8112e5d1f123c07ea042d58bfa5fc22ee70bdeeda4557596c75a197,ACQUIRED,0,
I038,38,38.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-38\38\38.rec,150989120,58051e2e44e603a03d01fb36975013ac91a2f6b2a3a253a6397b65b8b564ec16,ACQUIRED,0,
I038,38,38_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-38\38\38_1.txt,2896,b11d8b4e3e7df395736292b17fcade4f86d36a67decce87dc2382e138c54aade,ACQUIRED,0,
I038,38,38_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-38\38\38_1.xlsx,43042,abd37393d58cfd08298d395cdb5ad70e1f35038071e80c091391ce94c62232bc,ACQUIRED,0,
I038,38,38_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-38\38\38_2.txt,2796,0947407ee081685fc8cfbc407034ca29bc1e9e015c849062a1e14b63d2939c44,ACQUIRED,0,
I038,38,38_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-38\38\38_2.xlsx,44018,9aed368440b025a37c1bd196a02ebcca1d6799a2ced9917bf737958b2a4f71f4,ACQUIRED,0,
I039,39,39.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-39\39\39.rec,156605120,3f5486b437d864d2176ec310c711450b8f1fbd3ddd561ae5ec702a519d4b94d6,ACQUIRED,0,
I039,39,39_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-39\39\39_1.txt,2838,f8d934f336902359d292d3849308cac3fc4c3a214ef7270af9d46009c085a08f,ACQUIRED,0,
I039,39,39_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-39\39\39_1.xlsx,41378,8e44a902dea633005a0d05475089a7db11a1c6377364c5b7438b3079379835f1,ACQUIRED,0,
I039,39,39_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-39\39\39_2.txt,2700,71fe830e3d4fd87a3ad4e483f1ea3529662cd3e57a5e4a501ac8ae423553e59c,ACQUIRED,0,
I039,39,39_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-39\39\39_2.xlsx,41618,e0e3ee49be451af831b03350d1a74fd83d81c98c763cda2e6f634e98bd29c5a0,ACQUIRED,0,
I040,40,40.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-40\40\40.rec,164068132,d2e963ccfe842650572a34a1d96588fa3977c860fd04f3927350afa6477634b2,ACQUIRED,0,
I040,40,40_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-40\40\40_1.txt,2625,a7625167a9a832ccb02106b59f036d7a592bfeec048eac82a1c537d10fb8040c,ACQUIRED,0,
I040,40,40_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-40\40\40_1.xlsx,39217,95aad72204a434885e5c4544ffab839cc2101312a6b9490742fc3b9647484c8f,ACQUIRED,0,
I040,40,40_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-40\40\40_2.txt,2625,00837416bc9372a6198351bd91ffcf250053b8f24d3f0da13077e07fc64bb21e,ACQUIRED,0,
I040,40,40_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-40\40\40_2.xlsx,39851,95b5dfe7cb7c9a0fde05ca6b165c677b3665145a13688cd9328cd6a8a1416c97,ACQUIRED,0,
I041,41,41.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-41\41\41.rec,159254376,8bc461e9a0826e69cbacc089e8a636cd2e124d01b7e3e89bae9eed1667b60a9d,ACQUIRED,0,
I041,41,41_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-41\41\41_1.txt,2922,283375007c02b67aceb1205204c3fe6f16762771feb66fbf43700494747f7be0,ACQUIRED,0,
I041,41,41_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-41\41\41_1.xlsx,49598,7968a0e314d9f280d23a5a6c969b267e7d510a1dbafe0855fd43a0df23dbe1e1,ACQUIRED,0,
I041,41,41_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-41\41\41_2.txt,2922,cf13eb425eeac503ab193e65b209cf0acbe339ffddbac164f9fd76601d839f6e,ACQUIRED,0,
I041,41,41_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-41\41\41_2.xlsx,44260,23a1eb146551a59844a22f4bd9e64c06f3176e78f4e3947b6f7bdaa21f4e3556,ACQUIRED,0,
I042,42,42.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-42\42\42.rec,132767376,416616d30e36533a4a31c87d4006a75dce8f1579347fe317854e532453250541,ACQUIRED,0,
I042,42,42_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-42\42\42_1.txt,2436,7ea46992a1b837bed0b2b5d1a4d73ad0e7fad8d6fa77357f5e5404d90dea3b5f,ACQUIRED,0,
I042,42,42_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-42\42\42_1.xlsx,42714,48d22b60026fd1fb08935723237c5abfbab82847b59741eba68e1f03d6825ed1,ACQUIRED,0,
I042,42,42_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-42\42\42_2.txt,2436,c0851d3f734ef11c984764811812446c81ed87f19a22678becc45fcc387af0f6,ACQUIRED,0,
I042,42,42_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-42\42\42_2.xlsx,38525,c879f32c295f8f765cb5244d4f90873ba334ce9818026997f4d77b1fef4970b9,ACQUIRED,0,
I043,43,43.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-43\43\43.rec,122139876,74d930e5ca27a5dbd1e670e56bb68909f3effb2a859479f6dc55d27124e7ca91,ACQUIRED,0,
I043,43,43_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-43\43\43_1.txt,2241,524a431aca3e097062fe05d2af904b971007ebb45fda80e18779c8484a3d9970,ACQUIRED,0,
I043,43,43_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-43\43\43_1.xlsx,42847,e8616b5541b8682cd27869478d922fb76c061026a3bf611db2e45398c3ff3d3c,ACQUIRED,0,
I043,43,43_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-43\43\43_2.txt,2241,203af4d994563cd02a35d49540f2d3051cda97db6a4a3418806d229f9103459e,ACQUIRED,0,
I043,43,43_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-43\43\43_2.xlsx,37787,4b9c4eaa2ba41b970730b558112973eb241a40f59190a57a7309fc58632f460a,ACQUIRED,0,
I044,44,44.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-44\44\44.rec,163571376,a627e46c50f780d257a2d9e91b596231b2b6b28f948e27753dde12030c19e419,ACQUIRED,0,
I044,44,44_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-44\44\44_1.txt,2796,a0520ef238cb164e0872becefa3f269f3f48be678b3c4b5544fa565bb9288608,ACQUIRED,0,
I044,44,44_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-44\44\44_1.xlsx,47421,14e675069c1405a62696db0d1d331f99ce1902a74dfc71f1b6d34d4a52d1d858,ACQUIRED,0,
I044,44,44_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-44\44\44_2.txt,2796,cee0a6b4ac6d82f4888b7f74b416a9f8ca9b0aed5e277f11be990f47687cc2ab,ACQUIRED,0,
I044,44,44_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-44\44\44_2.xlsx,42727,f9c02dc1d7310b6494629e57befa578b84f2df3b437d162c6a151ccc2eb6f5a1,ACQUIRED,0,
I045,45,45.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-45\45\45.rec,159008376,17f156444adcc96f6f8028063de891c97a1a96463e08f6ead74a0139dbc2139d,ACQUIRED,0,
I045,45,45_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-45\45\45_1.txt,2718,63c3a938a2b234db6850677aea77835aced6004fc0e5c3e128f211d5ea8d4285,ACQUIRED,0,
I045,45,45_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-45\45\45_1.xlsx,46508,0f1d16fc699366514d9265ff7de60359012e15556806ee19bea9bb47b6d3ad69,ACQUIRED,0,
I045,45,45_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-45\45\45_2.txt,2718,8c45109700f9787b5df15143e8bab372bfa8ac87dbada7c95a8a4067e65cc2a0,ACQUIRED,0,
I045,45,45_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-45\45\45_2.xlsx,41891,070f3c8da1deac3d0c85a2fadd1fd6a744eb62286d0f23914d30140878fe905b,ACQUIRED,0,
I046,46,46.rec,signal,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-46\46\46.rec,141105876,4993dc98685362cc44756a4db68fc5e0ba74b2e4cb4757562a3c895950b2cbd1,ACQUIRED,0,
I046,46,46_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,data\raw\isruc-original\subject-46\46\46_1.txt,2589,e7d54802e37db0a92704451c163c4d266f67f12e14d0ffee35ff6226dfebb091,ACQUIRED,0,
