subject_id,official_folder,filename,role,provider,provider_identifier,local_path,bytes,sha256,acquisition_status,retry_count,acquisition_timestamp,failure_code
I020,20,20_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,20,data\raw\isruc-original\subject-20\20\20_1.txt,2850,044b9373544e8cfd66b421c519f870deaf83edb3827cf0cfaf68cbde8351e1d6,ACQUIRED,0,2026-09-02T20:22:26.005740+00:00,
I020,20,20_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,20,data\raw\isruc-original\subject-20\20\20_1.xlsx,43856,a87da88539fb1cdb0d8798ec85764f5bcec203b2265fa4184f4bd98a7d1f20d6,ACQUIRED,0,2026-09-02T20:22:26.006735+00:00,
I020,20,20_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,20,data\raw\isruc-original\subject-20\20\20_2.txt,2850,3cd60c0c21ee2b781c32a3c0fcf0fbb9e4669dd57e3460a7c6dc870fa939d2cf,ACQUIRED,0,2026-09-02T20:22:26.006735+00:00,
I020,20,20_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,20,data\raw\isruc-original\subject-20\20\20_2.xlsx,44045,c01e5a81594a0fd74558ebacf10803b51bf2c383dee19fd17dbae0cfdde609f6,ACQUIRED,0,2026-09-02T20:22:26.007742+00:00,
I021,21,21.rec,signal,ORIGINAL_ISRUC_MEGA,21,data\raw\isruc-original\subject-21\21\21.rec,183401120,bede07f49369c6321d873c1e0a28a2e6debb6e85fe24666d3aa2fd952c7277d0,ACQUIRED,0,2026-09-02T20:22:26.354079+00:00,
I021,21,21_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,21,data\raw\isruc-original\subject-21\21\21_1.txt,3162,631d90d4a4d2e3a07e87451039998fbfc2651b5ebe95cde0c1ba960a9b2bc213,ACQUIRED,0,2026-09-02T20:22:26.355089+00:00,
I021,21,21_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,21,data\raw\isruc-original\subject-21\21\21_1.xlsx,47174,61fe194f1eb882233122e699b80b21e9ffe00d6b3c4436e8cbc02881ad32abd3,ACQUIRED,0,2026-09-02T20:22:26.356088+00:00,
I021,21,21_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,21,data\raw\isruc-original\subject-21\21\21_2.txt,3162,b70ab8ca351d6d60a45b35857f5c8995b9e89b0424e2ce43d273590eb302488b,ACQUIRED,0,2026-09-02T20:22:26.357082+00:00,
I021,21,21_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,21,data\raw\isruc-original\subject-21\21\21_2.xlsx,47078,77b317ebaf92f93e17df4e2af42d61465622d7efe6952b64a66a6db5acac7d48,ACQUIRED,0,2026-09-02T20:22:26.358087+00:00,
I022,22,22.rec,signal,ORIGINAL_ISRUC_MEGA,22,data\raw\isruc-original\subject-22\22\22.rec,138816620,a237c3b257c4144fe34b9d927ca74ee87c22c32a8dc613fa228b2eb083982b5f,ACQUIRED,0,2026-09-02T20:22:26.684885+00:00,
I022,22,22_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,22,data\raw\isruc-original\subject-22\22\22_1.txt,2547,6945bc34ef219702a0c5282c58c91bc076a6952411d4222fb9aa64f214ab6b7b,ACQUIRED,0,2026-09-02T20:22:26.685881+00:00,
I022,22,22_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,22,data\raw\isruc-original\subject-22\22\22_1.xlsx,40417,d3bcce85895fa50b3577306aa78247e929f54da68209ecf8011ac70182c6fa64,ACQUIRED,0,2026-09-02T20:22:26.685881+00:00,
I022,22,22_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,22,data\raw\isruc-original\subject-22\22\22_2.txt,2547,03282cc5a960625ad67f61632e75ed7f8edbe4b0716cbfe50c5440910dab1ec9,ACQUIRED,0,2026-09-02T20:22:26.686892+00:00,
I022,22,22_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,22,data\raw\isruc-original\subject-22\22\22_2.xlsx,40500,1f658dfe76f47d4243d954fd3eec14be1a6706a64ea0206bd00ab85770669086,ACQUIRED,0,2026-09-02T20:22:26.687884+00:00,
I023,23,23.rec,signal,ORIGINAL_ISRUC_MEGA,23,data\raw\isruc-original\subject-23\23\23.rec,144509120,b0c159e2705d9c46aca359083535a4ecaa404584a078561ecaca71607909a742,ACQUIRED,0,2026-09-02T20:22:28.773006+00:00,
I023,23,23_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,23,data\raw\isruc-original\subject-23\23\23_1.txt,2676,181a2ace190687eedda139b2370c2ede5617d6834ef6be9aafb5dfab0032f864,ACQUIRED,0,2026-09-02T20:22:28.774008+00:00,
I023,23,23_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,23,data\raw\isruc-original\subject-23\23\23_1.xlsx,41976,5bd7c6817797dcb1ebb77fda1d63f0be884d6d7b38d6bdce922a3daa752aabc6,ACQUIRED,0,2026-09-02T20:22:28.775004+00:00,
I023,23,23_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,23,data\raw\isruc-original\subject-23\23\23_2.txt,2676,b516edecc682e2971f4e204956bd0786b77e477665c8e7423707ecbe551e1e8f,ACQUIRED,0,2026-09-02T20:22:28.776005+00:00,
I023,23,23_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,23,data\raw\isruc-original\subject-23\23\23_2.xlsx,42112,9e90fcbf9060048d8abbe57b1173ce63551e8685a4ff6d988765ba8b9da54bc4,ACQUIRED,0,2026-09-02T20:22:28.777003+00:00,
I024,24,24.rec,signal,ORIGINAL_ISRUC_MEGA,24,data\raw\isruc-original\subject-24\24\24.rec,135710120,8f2cb0f387ba8524b6cd20dd9f53496bc1850c707f13e0954f21c381efede4d6,ACQUIRED,0,2026-09-02T20:22:29.058330+00:00,
I024,24,24_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,24,data\raw\isruc-original\subject-24\24\24_1.txt,2490,fb02f6b4eae74b146d1081bac4c185c3ce503a965f4f1beed3e1ad0d1da951b0,ACQUIRED,0,2026-09-02T20:22:29.059328+00:00,
I024,24,24_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,24,data\raw\isruc-original\subject-24\24\24_1.xlsx,38925,b3ab1bc78549caf8a2b80921e80e998ad64084f5a0a7fd5911a6bacc6bd7fe53,ACQUIRED,0,2026-09-02T20:22:29.060324+00:00,
I024,24,24_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,24,data\raw\isruc-original\subject-24\24\24_2.txt,2490,cef9ce7941dbd69143b7f03368bf9f3607565bafc67fa2866e762842bb0c9aa6,ACQUIRED,0,2026-09-02T20:22:29.061334+00:00,
I024,24,24_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,24,data\raw\isruc-original\subject-24\24\24_2.xlsx,38773,326df18a2768cab475e408cd5294ebb4159aec3f976799ba43059de954e54215,ACQUIRED,0,2026-09-02T20:22:29.061334+00:00,
I025,25,25.rec,signal,ORIGINAL_ISRUC_MEGA,25,data\raw\isruc-original\subject-25\25\25.rec,149207120,2c3c8030294282a7c35cf1c08cb7f7d4648840a6515e0255fd81215a6b7ac6e6,ACQUIRED,0,2026-09-02T20:22:31.123186+00:00,
I025,25,25_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,25,data\raw\isruc-original\subject-25\25\25_1.txt,2763,970374ff8890b20d22db2994f35595069f8ec9d324ead18f8dcd3ec6d5b92865,ACQUIRED,0,2026-09-02T20:22:31.124188+00:00,
I025,25,25_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,25,data\raw\isruc-original\subject-25\25\25_1.xlsx,41795,f36c2bfa9a447923bb2eb42d9a36d58109e1ebf8daa687bbf3acce1f0a2b58f3,ACQUIRED,0,2026-09-02T20:22:31.125194+00:00,
I025,25,25_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,25,data\raw\isruc-original\subject-25\25\25_2.txt,2763,60093cd4121a152406f750e43e4b61ad457d9004340d11fc76606cbb46d2cded,ACQUIRED,0,2026-09-02T20:22:31.126190+00:00,
I025,25,25_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,25,data\raw\isruc-original\subject-25\25\25_2.xlsx,42160,e6d68aebb3a743f354ae7a4ae92d3176aad37651eb9a7971a49538f7c797b15f,ACQUIRED,0,2026-09-02T20:22:31.127192+00:00,
I026,26,26.rec,signal,ORIGINAL_ISRUC_MEGA,26,data\raw\isruc-original\subject-26\26\26.rec,173642120,d71460c5370fbc5e1fde7d9cbbfff9683e6c6b19edcb18d03eabf80af9858395,ACQUIRED,0,2026-09-02T20:22:31.448117+00:00,
I026,26,26_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,26,data\raw\isruc-original\subject-26\26\26_1.txt,3186,6fae0d73c1cbe819f1382afb601ec7d14aa4489266b736538034b24f6e63740c,ACQUIRED,0,2026-09-02T20:22:31.448117+00:00,
I026,26,26_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,26,data\raw\isruc-original\subject-26\26\26_1.xlsx,48519,053bd11d295f3b94a711ed21a2440d2641ed6e06de6ee9873aa74f8887684ae9,ACQUIRED,0,2026-09-02T20:22:31.449114+00:00,
I026,26,26_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,26,data\raw\isruc-original\subject-26\26\26_2.txt,3186,5746e8c744800aa01e731250df2ed8b0bf8a325c4ebc1ed5623679f104c1d683,ACQUIRED,0,2026-09-02T20:22:31.450114+00:00,
I026,26,26_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,26,data\raw\isruc-original\subject-26\26\26_2.xlsx,48078,0ccddab783ce359ffa51af9066600fd1eeaa72ef3ee0787562f41d96a2200144,ACQUIRED,0,2026-09-02T20:22:31.450114+00:00,
I027,27,27.rec,signal,ORIGINAL_ISRUC_MEGA,27,data\raw\isruc-original\subject-27\27\27.rec,149409620,388c46d6783e3d33bc8c3c26fd48720de4c2990a3fcab3f3033ed5821672432b,ACQUIRED,0,2026-09-02T20:22:34.092260+00:00,
I027,27,27_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,27,data\raw\isruc-original\subject-27\27\27_1.txt,2754,5a70c40fadee888818ab69429a1d9b9001043483c4704da5651b69dafe4da652,ACQUIRED,0,2026-09-02T20:22:34.093406+00:00,
I027,27,27_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,27,data\raw\isruc-original\subject-27\27\27_1.xlsx,42084,f76059bff4850dc5d4e9b0d7bb50aa91e6cd9968e91aefb8282bf2b0d08620c7,ACQUIRED,0,2026-09-02T20:22:34.094407+00:00,
I027,27,27_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,27,data\raw\isruc-original\subject-27\27\27_2.txt,2754,85d352999429170cfba94defb8f0806a972523a0b7ecda3fbe9330e83d2a272e,ACQUIRED,0,2026-09-02T20:22:34.095408+00:00,
I027,27,27_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,27,data\raw\isruc-original\subject-27\27\27_2.xlsx,42308,e7f2b5de04772c9e7ecee434ff03278c75cfd04d3d2d6459fb636b8cbfae32dc,ACQUIRED,0,2026-09-02T20:22:34.096406+00:00,
I028,28,28.rec,signal,ORIGINAL_ISRUC_MEGA,28,data\raw\isruc-original\subject-28\28\28.rec,153473120,4476881fcddf50a82c85b3a830c9c16087f6dd43cc28aea755394660d5242158,ACQUIRED,0,2026-09-02T20:22:34.409617+00:00,
I028,28,28_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,28,data\raw\isruc-original\subject-28\28\28_1.txt,2902,4f3ebb698637527b7b79f9664f8ff4e9800c6d9cf22e2214d5bfc40efc83a4ac,ACQUIRED,0,2026-09-02T20:22:34.409617+00:00,
I028,28,28_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,28,data\raw\isruc-original\subject-28\28\28_1.xlsx,44539,add0923c3825b9fdaadd4dc2144b7e92b26b49c0b5b98847e625e984aec13a94,ACQUIRED,0,2026-09-02T20:22:34.410607+00:00,
I028,28,28_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,28,data\raw\isruc-original\subject-28\28\28_2.txt,2646,1c38d34303977be80bb94c74ca5984b630d21364e2f498b986976d47475fa5db,ACQUIRED,0,2026-09-02T20:22:34.411613+00:00,
I028,28,28_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,28,data\raw\isruc-original\subject-28\28\28_2.xlsx,41428,3873821fd0fa9bca2b8d78bab641f248ed63efc970b0341bb7d2d683c66c1ca6,ACQUIRED,0,2026-09-02T20:22:34.412904+00:00,
I029,29,29.rec,signal,ORIGINAL_ISRUC_MEGA,29,data\raw\isruc-original\subject-29\29\29.rec,148433120,9de01a2bca04fba5f09fe85520e7827f5a5c3703ecc6857eb63379c3cf7fe4e6,ACQUIRED,0,2026-09-02T20:22:34.729596+00:00,
I029,29,29_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,29,data\raw\isruc-original\subject-29\29\29_1.txt,2736,397d3429b9ccb3707b8f33d73d7a74272edd1de7e5daadbc34e6a41dbb48321b,ACQUIRED,0,2026-09-02T20:22:34.730594+00:00,
I029,29,29_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,29,data\raw\isruc-original\subject-29\29\29_1.xlsx,41961,7ec631f5a264d6cc3b7c000a7cb322943d7c70edbb7586d4db0340e58f2e7c4f,ACQUIRED,0,2026-09-02T20:22:34.731585+00:00,
I029,29,29_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,29,data\raw\isruc-original\subject-29\29\29_2.txt,2736,2df7455e75990ea397267158c648574c7267d5de6a5a45f5d0181618025d5329,ACQUIRED,0,2026-09-02T20:22:34.732583+00:00,
I029,29,29_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,29,data\raw\isruc-original\subject-29\29\29_2.xlsx,41844,7ff76f2194cb3c888572424716669dcf59190813572ea96e72cd1b2afc9391c8,ACQUIRED,0,2026-09-02T20:22:34.733690+00:00,
I030,30,30.rec,signal,ORIGINAL_ISRUC_MEGA,30,data\raw\isruc-original\subject-30\30\30.rec,142889120,9a62a6fafe27900e6c9f1e900e6ab7f60faecd7fe09f80fe22c604ed499a6b1f,ACQUIRED,0,2026-09-02T20:22:35.047906+00:00,
I030,30,30_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,30,data\raw\isruc-original\subject-30\30\30_1.txt,2646,3c0e26cc7d51bc7d58abd50fe7ba3090573fa113e4b1959e95a0f763938ce22a,ACQUIRED,0,2026-09-02T20:22:35.048915+00:00,
I030,30,30_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,30,data\raw\isruc-original\subject-30\30\30_1.xlsx,41222,49624b95119dd8c53ddd577aa504eb20a54db14c12b03b5770a92633a844a97a,ACQUIRED,0,2026-09-02T20:22:35.049908+00:00,
I030,30,30_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,30,data\raw\isruc-original\subject-30\30\30_2.txt,2646,cfbd42c3a7dec4551bcca13100904107507241f3cafde22479309a529eb9950e,ACQUIRED,0,2026-09-02T20:22:35.050910+00:00,
I030,30,30_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,30,data\raw\isruc-original\subject-30\30\30_2.xlsx,41224,2cbd702c0604f85c6bb6dfd8a4a8f5cda213a6665c9689752caf9648e7b0c965,ACQUIRED,0,2026-09-02T20:22:35.051906+00:00,
I031,31,31.rec,signal,ORIGINAL_ISRUC_MEGA,31,data\raw\isruc-original\subject-31\31\31.rec,142079120,bd99f1d24e1853a7b905d1989b5b125a5f74c45cdbba0758c5afc55f97037b13,ACQUIRED,0,2026-09-02T20:22:35.351914+00:00,
I031,31,31_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,31,data\raw\isruc-original\subject-31\31\31_1.txt,2631,3b9495a8a015f300ce2986520bde6e68f1c0b163ee88508dcb24b15bcbeb22c1,ACQUIRED,0,2026-09-02T20:22:35.353148+00:00,
I031,31,31_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,31,data\raw\isruc-original\subject-31\31\31_1.xlsx,40258,54de0badeb5c0a6e27686c543f2595a25237c560fe533bd98ecf328751e2e789,ACQUIRED,0,2026-09-02T20:22:35.354150+00:00,
I031,31,31_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,31,data\raw\isruc-original\subject-31\31\31_2.txt,2631,62a764c66753c8de3ae48bfab1cfa9a9cec1cceca3bc39c601afdb6cfeb495fa,ACQUIRED,0,2026-09-02T20:22:35.354150+00:00,
I031,31,31_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,31,data\raw\isruc-original\subject-31\31\31_2.xlsx,40578,86eeac1a79f8b48509899907ea19836deb7f82d1bc70516512bc76d2d82c0503,ACQUIRED,0,2026-09-02T20:22:35.355312+00:00,
I032,32,32.rec,signal,ORIGINAL_ISRUC_MEGA,32,data\raw\isruc-original\subject-32\32\32.rec,163625120,6df908720d3ed03c8310a839c1ca62847de14d55fca96852906e9937894782f0,ACQUIRED,0,2026-09-02T20:22:35.670867+00:00,
I032,32,32_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,32,data\raw\isruc-original\subject-32\32\32_1.txt,3030,f100c3648b7ecfa65c55d4524eee5c8367c7ad4ca75e9b5c38cb9b0d5f763760,ACQUIRED,0,2026-09-02T20:22:35.671856+00:00,
I032,32,32_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,32,data\raw\isruc-original\subject-32\32\32_1.xlsx,44672,2e60a9c1eda01a7f1d1c42e799025f0e32df336f83d9da059a84181f4224d3ba,ACQUIRED,0,2026-09-02T20:22:35.671856+00:00,
I032,32,32_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,32,data\raw\isruc-original\subject-32\32\32_2.txt,3030,454546032f1fbe49dc4eecd72fc59c677c850b5167b455416847000f708fbd60,ACQUIRED,0,2026-09-02T20:22:35.672859+00:00,
I032,32,32_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,32,data\raw\isruc-original\subject-32\32\32_2.xlsx,44968,34f6a059fe88d1468143db11f5a6d4739a13d4f69c6c1dd5f56c2437cce1e636,ACQUIRED,0,2026-09-02T20:22:35.673859+00:00,
I033,33,33.rec,signal,ORIGINAL_ISRUC_MEGA,33,data\raw\isruc-original\subject-33\33\33.rec,149045120,38b9336a592bb057c87ecdd3c79432b7ae241dc0259db41158b49fa840eed3bc,ACQUIRED,0,2026-09-02T20:22:36.011875+00:00,
I033,33,33_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,33,data\raw\isruc-original\subject-33\33\33_1.txt,2842,c715f1678873480169c580de5691a4d55a4f2f7765d47c80d5b0e98f06a6e380,ACQUIRED,0,2026-09-02T20:22:36.012875+00:00,
I033,33,33_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,33,data\raw\isruc-original\subject-33\33\33_1.xlsx,42497,c6da1e8631fb10415e1a9f612ef9a3fa64f65514427d69fa80a48509520521d0,ACQUIRED,0,2026-09-02T20:22:36.013878+00:00,
I033,33,33_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,33,data\raw\isruc-original\subject-33\33\33_2.txt,2760,76bb5bddc9806203a9409472dc94c4c7e59b38792c50eafb8f98880775a1b1a4,ACQUIRED,0,2026-09-02T20:22:36.014879+00:00,
I033,33,33_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,33,data\raw\isruc-original\subject-33\33\33_2.xlsx,44241,e54450f92f54cdd45ded765bf99f0471d691263ec55225710e11a63a3e6a2891,ACQUIRED,0,2026-09-02T20:22:36.015872+00:00,
I034,34,34.rec,signal,ORIGINAL_ISRUC_MEGA,34,data\raw\isruc-original\subject-34\34\34.rec,141107120,69136a14e40e0553cadb172aeb05070598606fbc2d9edb54d3a601940efd86a6,ACQUIRED,0,2026-09-02T20:22:36.345695+00:00,
I034,34,34_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,34,data\raw\isruc-original\subject-34\34\34_1.txt,2793,15f00e3fac04d4911403dd108e8a57a833ac16191427074e2929a0bf0e6c2045,ACQUIRED,0,2026-09-02T20:22:36.346704+00:00,
I034,34,34_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,34,data\raw\isruc-original\subject-34\34\34_1.xlsx,41381,8698ed4bbd709c597e07d0180bf86adf12b6f53e0e751437745c42eeafffbbd0,ACQUIRED,0,2026-09-02T20:22:36.347704+00:00,
I034,34,34_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,34,data\raw\isruc-original\subject-34\34\34_2.txt,2613,722f25025bfca386e7f73d59c47ad12a520e048ae11ab22760a87fc5807ec8a2,ACQUIRED,0,2026-09-02T20:22:36.347704+00:00,
I034,34,34_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,34,data\raw\isruc-original\subject-34\34\34_2.xlsx,40937,56fd4925f0fcefd2d81acc1a4d01e364b81b5fc7c66af03ed7b4a54546a2f248,ACQUIRED,0,2026-09-02T20:22:36.348701+00:00,
I035,35,35.rec,signal,ORIGINAL_ISRUC_MEGA,35,data\raw\isruc-original\subject-35\35\35.rec,137117120,bb341981ad750e2c90436cead6f38fcef61671e24d59a3ba5c1dd8431ef67c32,ACQUIRED,0,2026-09-02T20:22:36.638944+00:00,
I035,35,35_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,35,data\raw\isruc-original\subject-35\35\35_1.txt,2758,4f92016cd5ba5a74cf680334a876ad88bb8d42f22262585eed8f4319b9b5e1d1,ACQUIRED,0,2026-09-02T20:22:36.639945+00:00,
I035,35,35_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,35,data\raw\isruc-original\subject-35\35\35_1.xlsx,37247,9c3ae05005b247fd5dd43b07ff2fdf851406f9bc1c304c127eef0a9741962e22,ACQUIRED,0,2026-09-02T20:22:36.640951+00:00,
I035,35,35_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,35,data\raw\isruc-original\subject-35\35\35_2.txt,2364,a22e826c454a29c5b82bd1a64f7cfb8da31a7b85530da010c4f5cd5a7ce6dfe1,ACQUIRED,0,2026-09-02T20:22:36.641946+00:00,
I035,35,35_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,35,data\raw\isruc-original\subject-35\35\35_2.xlsx,37420,bd2366c48a7298d418bff03387cbf20bfbb4dead4d2914544b9e529ddc423cb7,ACQUIRED,0,2026-09-02T20:22:36.642948+00:00,
I036,36,36.rec,signal,ORIGINAL_ISRUC_MEGA,36,,,,FAILED,0,2026-09-02T20:22:36.798503+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I036,36,36_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,36,data\raw\isruc-original\subject-36\36\36_1.txt,2961,5f5dca6d76a6d3b928b45df7d6a2a743c05ed0c5a89833158a2700c0ea82ab28,ACQUIRED,0,2026-09-02T20:22:36.799503+00:00,
I036,36,36_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,36,data\raw\isruc-original\subject-36\36\36_1.xlsx,43311,a6ffd5d126dec418ee5442a32078990d00b35c59575a1f2cfa243fc50e7982e6,ACQUIRED,0,2026-09-02T20:22:36.800505+00:00,
I036,36,36_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,36,data\raw\isruc-original\subject-36\36\36_2.txt,2961,c1f75ac62eac339e569f1588f5054f0ddf1cfa4a294b25a29d50571307a9765c,ACQUIRED,0,2026-09-02T20:22:36.801505+00:00,
I036,36,36_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,36,data\raw\isruc-original\subject-36\36\36_2.xlsx,44172,b0511d385c39e31e1a9f742c33447848e2a19bf42e7f4051be66c354d4735628,ACQUIRED,0,2026-09-02T20:22:36.801505+00:00,
I037,37,37.rec,signal,ORIGINAL_ISRUC_MEGA,37,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I037,37,37_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,37,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I037,37,37_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,37,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I037,37,37_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,37,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I037,37,37_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,37,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I038,38,38.rec,signal,ORIGINAL_ISRUC_MEGA,38,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I038,38,38_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,38,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I038,38,38_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,38,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I038,38,38_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,38,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I038,38,38_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,38,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I039,39,39.rec,signal,ORIGINAL_ISRUC_MEGA,39,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I039,39,39_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,39,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I039,39,39_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,39,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I039,39,39_2.txt,scorer2_txt,ORIGINAL_ISRUC_MEGA,39,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I039,39,39_2.xlsx,scorer2_xlsx,ORIGINAL_ISRUC_MEGA,39,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I040,40,40.rec,signal,ORIGINAL_ISRUC_MEGA,40,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I040,40,40_1.txt,scorer1_txt,ORIGINAL_ISRUC_MEGA,40,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
I040,40,40_1.xlsx,scorer1_xlsx,ORIGINAL_ISRUC_MEGA,40,,,,FAILED,0,2026-09-02T20:22:36.803492+00:00,ACQUISITION_BLOCKED_BANDWIDTH_QUOTA
