subject,channel_index,raw_hex,decoded_repr,stripped_repr,contains_nul,contains_non_ascii,exact_expected,notes
I020,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I020,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I020,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I020,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I020,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I020,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I020,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I020,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I020,8,58312020202020202020202020202020,X1              ,X1,False,False,False,
I020,9,58322020202020202020202020202020,X2              ,X2,False,False,False,
I020,10,58332020202020202020202020202020,X3              ,X3,False,False,False,
I020,11,58342020202020202020202020202020,X4              ,X4,False,False,False,
I020,12,58352020202020202020202020202020,X5              ,X5,False,False,False,
I020,13,58362020202020202020202020202020,X6              ,X6,False,False,False,
I020,14,44433420202020202020202020202020,DC4             ,DC4,False,False,False,
I020,15,58372020202020202020202020202020,X7              ,X7,False,False,False,
I020,16,58382020202020202020202020202020,X8              ,X8,False,False,False,
I020,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I020,18,44433820202020202020202020202020,DC8             ,DC8,False,False,False,
I021,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I021,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I021,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I021,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I021,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I021,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I021,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I021,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I021,8,58312020202020202020202020202020,X1              ,X1,False,False,False,
I021,9,58322020202020202020202020202020,X2              ,X2,False,False,False,
I021,10,58332020202020202020202020202020,X3              ,X3,False,False,False,
I021,11,58342020202020202020202020202020,X4              ,X4,False,False,False,
I021,12,58352020202020202020202020202020,X5              ,X5,False,False,False,
I021,13,58362020202020202020202020202020,X6              ,X6,False,False,False,
I021,14,44433420202020202020202020202020,DC4             ,DC4,False,False,False,
I021,15,58372020202020202020202020202020,X7              ,X7,False,False,False,
I021,16,58382020202020202020202020202020,X8              ,X8,False,False,False,
I021,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I021,18,44433820202020202020202020202020,DC8             ,DC8,False,False,False,
I022,0,4c4f432d413220202020202020202020,LOC-A2          ,LOC-A2,False,False,True,EXPECTED_EXACT_AFTER_PADDING_STRIP
I022,1,524f432d413120202020202020202020,ROC-A1          ,ROC-A1,False,False,False,
I022,2,46332d41322020202020202020202020,F3-A2           ,F3-A2,False,False,False,
I022,3,43332d41322020202020202020202020,C3-A2           ,C3-A2,False,False,True,EXPECTED_EXACT_AFTER_PADDING_STRIP
I022,4,4f312d41322020202020202020202020,O1-A2           ,O1-A2,False,False,False,
I022,5,46342d41312020202020202020202020,F4-A1           ,F4-A1,False,False,False,
I022,6,43342d41312020202020202020202020,C4-A1           ,C4-A1,False,False,False,
I022,7,4f322d41312020202020202020202020,O2-A1           ,O2-A1,False,False,False,
I022,8,58312020202020202020202020202020,X1              ,X1,False,False,False,
I022,9,58322020202020202020202020202020,X2              ,X2,False,False,False,
I022,10,58332020202020202020202020202020,X3              ,X3,False,False,False,
I022,11,58342020202020202020202020202020,X4              ,X4,False,False,False,
I022,12,58352020202020202020202020202020,X5              ,X5,False,False,False,
I022,13,58362020202020202020202020202020,X6              ,X6,False,False,False,
I022,14,44433320202020202020202020202020,DC3             ,DC3,False,False,False,
I022,15,58372020202020202020202020202020,X7              ,X7,False,False,False,
I022,16,58382020202020202020202020202020,X8              ,X8,False,False,False,
I022,17,53614f32202020202020202020202020,SaO2            ,SaO2,False,False,False,
I022,18,44433820202020202020202020202020,DC8             ,DC8,False,False,False,
I023,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I023,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I023,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I023,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I023,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I023,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I023,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I023,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I023,8,32342020202020202020202020202020,24              ,24,False,False,False,
I023,9,32352020202020202020202020202020,25              ,25,False,False,False,
I023,10,32362020202020202020202020202020,26              ,26,False,False,False,
I023,11,32372020202020202020202020202020,27              ,27,False,False,False,
I023,12,32382020202020202020202020202020,28              ,28,False,False,False,
I023,13,32392020202020202020202020202020,29              ,29,False,False,False,
I023,14,44433031202020202020202020202020,DC01            ,DC01,False,False,False,
I023,15,33302020202020202020202020202020,30              ,30,False,False,False,
I023,16,33312020202020202020202020202020,31              ,31,False,False,False,
I023,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I023,18,44433032202020202020202020202020,DC02            ,DC02,False,False,False,
I024,0,4c4f432d413220202020202020202020,LOC-A2          ,LOC-A2,False,False,True,EXPECTED_EXACT_AFTER_PADDING_STRIP
I024,1,524f432d413120202020202020202020,ROC-A1          ,ROC-A1,False,False,False,
I024,2,46332d41322020202020202020202020,F3-A2           ,F3-A2,False,False,False,
I024,3,43332d41322020202020202020202020,C3-A2           ,C3-A2,False,False,True,EXPECTED_EXACT_AFTER_PADDING_STRIP
I024,4,4f312d41322020202020202020202020,O1-A2           ,O1-A2,False,False,False,
I024,5,46342d41312020202020202020202020,F4-A1           ,F4-A1,False,False,False,
I024,6,43342d41312020202020202020202020,C4-A1           ,C4-A1,False,False,False,
I024,7,4f322d41312020202020202020202020,O2-A1           ,O2-A1,False,False,False,
I024,8,58312020202020202020202020202020,X1              ,X1,False,False,False,
I024,9,58322020202020202020202020202020,X2              ,X2,False,False,False,
I024,10,58332020202020202020202020202020,X3              ,X3,False,False,False,
I024,11,58342020202020202020202020202020,X4              ,X4,False,False,False,
I024,12,58352020202020202020202020202020,X5              ,X5,False,False,False,
I024,13,58362020202020202020202020202020,X6              ,X6,False,False,False,
I024,14,44433320202020202020202020202020,DC3             ,DC3,False,False,False,
I024,15,58372020202020202020202020202020,X7              ,X7,False,False,False,
I024,16,58382020202020202020202020202020,X8              ,X8,False,False,False,
I024,17,53614f32202020202020202020202020,SaO2            ,SaO2,False,False,False,
I024,18,44433820202020202020202020202020,DC8             ,DC8,False,False,False,
I025,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I025,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I025,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I025,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I025,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I025,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I025,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I025,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I025,8,32342020202020202020202020202020,24              ,24,False,False,False,
I025,9,32352020202020202020202020202020,25              ,25,False,False,False,
I025,10,32362020202020202020202020202020,26              ,26,False,False,False,
I025,11,32372020202020202020202020202020,27              ,27,False,False,False,
I025,12,32382020202020202020202020202020,28              ,28,False,False,False,
I025,13,32392020202020202020202020202020,29              ,29,False,False,False,
I025,14,44433031202020202020202020202020,DC01            ,DC01,False,False,False,
I025,15,33302020202020202020202020202020,30              ,30,False,False,False,
I025,16,33312020202020202020202020202020,31              ,31,False,False,False,
I025,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I025,18,44433032202020202020202020202020,DC02            ,DC02,False,False,False,
I026,0,4c4f432d413220202020202020202020,LOC-A2          ,LOC-A2,False,False,True,EXPECTED_EXACT_AFTER_PADDING_STRIP
I026,1,524f432d413120202020202020202020,ROC-A1          ,ROC-A1,False,False,False,
I026,2,46332d41322020202020202020202020,F3-A2           ,F3-A2,False,False,False,
I026,3,43332d41322020202020202020202020,C3-A2           ,C3-A2,False,False,True,EXPECTED_EXACT_AFTER_PADDING_STRIP
I026,4,4f312d41322020202020202020202020,O1-A2           ,O1-A2,False,False,False,
I026,5,46342d41312020202020202020202020,F4-A1           ,F4-A1,False,False,False,
I026,6,43342d41312020202020202020202020,C4-A1           ,C4-A1,False,False,False,
I026,7,4f322d41312020202020202020202020,O2-A1           ,O2-A1,False,False,False,
I026,8,58312020202020202020202020202020,X1              ,X1,False,False,False,
I026,9,58322020202020202020202020202020,X2              ,X2,False,False,False,
I026,10,58332020202020202020202020202020,X3              ,X3,False,False,False,
I026,11,58342020202020202020202020202020,X4              ,X4,False,False,False,
I026,12,58352020202020202020202020202020,X5              ,X5,False,False,False,
I026,13,58362020202020202020202020202020,X6              ,X6,False,False,False,
I026,14,44433320202020202020202020202020,DC3             ,DC3,False,False,False,
I026,15,58372020202020202020202020202020,X7              ,X7,False,False,False,
I026,16,58382020202020202020202020202020,X8              ,X8,False,False,False,
I026,17,53614f32202020202020202020202020,SaO2            ,SaO2,False,False,False,
I026,18,44433820202020202020202020202020,DC8             ,DC8,False,False,False,
I027,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I027,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I027,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I027,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I027,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I027,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I027,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I027,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I027,8,58312020202020202020202020202020,X1              ,X1,False,False,False,
I027,9,58322020202020202020202020202020,X2              ,X2,False,False,False,
I027,10,58332020202020202020202020202020,X3              ,X3,False,False,False,
I027,11,58342020202020202020202020202020,X4              ,X4,False,False,False,
I027,12,58352020202020202020202020202020,X5              ,X5,False,False,False,
I027,13,58362020202020202020202020202020,X6              ,X6,False,False,False,
I027,14,44433420202020202020202020202020,DC4             ,DC4,False,False,False,
I027,15,58372020202020202020202020202020,X7              ,X7,False,False,False,
I027,16,58382020202020202020202020202020,X8              ,X8,False,False,False,
I027,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I027,18,44433820202020202020202020202020,DC8             ,DC8,False,False,False,
I028,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I028,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I028,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I028,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I028,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I028,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I028,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I028,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I028,8,58312020202020202020202020202020,X1              ,X1,False,False,False,
I028,9,58322020202020202020202020202020,X2              ,X2,False,False,False,
I028,10,58332020202020202020202020202020,X3              ,X3,False,False,False,
I028,11,58342020202020202020202020202020,X4              ,X4,False,False,False,
I028,12,58352020202020202020202020202020,X5              ,X5,False,False,False,
I028,13,58362020202020202020202020202020,X6              ,X6,False,False,False,
I028,14,44433420202020202020202020202020,DC4             ,DC4,False,False,False,
I028,15,58372020202020202020202020202020,X7              ,X7,False,False,False,
I028,16,58382020202020202020202020202020,X8              ,X8,False,False,False,
I028,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I028,18,44433820202020202020202020202020,DC8             ,DC8,False,False,False,
I029,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I029,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I029,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I029,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I029,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I029,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I029,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I029,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I029,8,58312020202020202020202020202020,X1              ,X1,False,False,False,
I029,9,58322020202020202020202020202020,X2              ,X2,False,False,False,
I029,10,58332020202020202020202020202020,X3              ,X3,False,False,False,
I029,11,58342020202020202020202020202020,X4              ,X4,False,False,False,
I029,12,58352020202020202020202020202020,X5              ,X5,False,False,False,
I029,13,58362020202020202020202020202020,X6              ,X6,False,False,False,
I029,14,44433420202020202020202020202020,DC4             ,DC4,False,False,False,
I029,15,58372020202020202020202020202020,X7              ,X7,False,False,False,
I029,16,58382020202020202020202020202020,X8              ,X8,False,False,False,
I029,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I029,18,44433820202020202020202020202020,DC8             ,DC8,False,False,False,
I030,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I030,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I030,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I030,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I030,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I030,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I030,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I030,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I030,8,32342020202020202020202020202020,24              ,24,False,False,False,
I030,9,32352020202020202020202020202020,25              ,25,False,False,False,
I030,10,32362020202020202020202020202020,26              ,26,False,False,False,
I030,11,32372020202020202020202020202020,27              ,27,False,False,False,
I030,12,32382020202020202020202020202020,28              ,28,False,False,False,
I030,13,32392020202020202020202020202020,29              ,29,False,False,False,
I030,14,44433031202020202020202020202020,DC01            ,DC01,False,False,False,
I030,15,33302020202020202020202020202020,30              ,30,False,False,False,
I030,16,33312020202020202020202020202020,31              ,31,False,False,False,
I030,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I030,18,44433032202020202020202020202020,DC02            ,DC02,False,False,False,
I031,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I031,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I031,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I031,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I031,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I031,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I031,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I031,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I031,8,32342020202020202020202020202020,24              ,24,False,False,False,
I031,9,32352020202020202020202020202020,25              ,25,False,False,False,
I031,10,32362020202020202020202020202020,26              ,26,False,False,False,
I031,11,32372020202020202020202020202020,27              ,27,False,False,False,
I031,12,32382020202020202020202020202020,28              ,28,False,False,False,
I031,13,32392020202020202020202020202020,29              ,29,False,False,False,
I031,14,44433031202020202020202020202020,DC01            ,DC01,False,False,False,
I031,15,33302020202020202020202020202020,30              ,30,False,False,False,
I031,16,33312020202020202020202020202020,31              ,31,False,False,False,
I031,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I031,18,44433032202020202020202020202020,DC02            ,DC02,False,False,False,
I032,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I032,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I032,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I032,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I032,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I032,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I032,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I032,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I032,8,32342020202020202020202020202020,24              ,24,False,False,False,
I032,9,32352020202020202020202020202020,25              ,25,False,False,False,
I032,10,32362020202020202020202020202020,26              ,26,False,False,False,
I032,11,32372020202020202020202020202020,27              ,27,False,False,False,
I032,12,32382020202020202020202020202020,28              ,28,False,False,False,
I032,13,32392020202020202020202020202020,29              ,29,False,False,False,
I032,14,44433031202020202020202020202020,DC01            ,DC01,False,False,False,
I032,15,33302020202020202020202020202020,30              ,30,False,False,False,
I032,16,33312020202020202020202020202020,31              ,31,False,False,False,
I032,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I032,18,44433032202020202020202020202020,DC02            ,DC02,False,False,False,
I033,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I033,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I033,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I033,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I033,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I033,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I033,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I033,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I033,8,32342020202020202020202020202020,24              ,24,False,False,False,
I033,9,32352020202020202020202020202020,25              ,25,False,False,False,
I033,10,32362020202020202020202020202020,26              ,26,False,False,False,
I033,11,32372020202020202020202020202020,27              ,27,False,False,False,
I033,12,32382020202020202020202020202020,28              ,28,False,False,False,
I033,13,32392020202020202020202020202020,29              ,29,False,False,False,
I033,14,44433031202020202020202020202020,DC01            ,DC01,False,False,False,
I033,15,33302020202020202020202020202020,30              ,30,False,False,False,
I033,16,33312020202020202020202020202020,31              ,31,False,False,False,
I033,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I033,18,44433032202020202020202020202020,DC02            ,DC02,False,False,False,
I034,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I034,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I034,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I034,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I034,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I034,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I034,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I034,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I034,8,32342020202020202020202020202020,24              ,24,False,False,False,
I034,9,32352020202020202020202020202020,25              ,25,False,False,False,
I034,10,32362020202020202020202020202020,26              ,26,False,False,False,
I034,11,32372020202020202020202020202020,27              ,27,False,False,False,
I034,12,32382020202020202020202020202020,28              ,28,False,False,False,
I034,13,32392020202020202020202020202020,29              ,29,False,False,False,
I034,14,44433031202020202020202020202020,DC01            ,DC01,False,False,False,
I034,15,33302020202020202020202020202020,30              ,30,False,False,False,
I034,16,33312020202020202020202020202020,31              ,31,False,False,False,
I034,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I034,18,44433032202020202020202020202020,DC02            ,DC02,False,False,False,
I035,0,45312d4d322020202020202020202020,E1-M2           ,E1-M2,False,False,False,
I035,1,45322d4d312020202020202020202020,E2-M1           ,E2-M1,False,False,False,
I035,2,46332d4d322020202020202020202020,F3-M2           ,F3-M2,False,False,False,
I035,3,43332d4d322020202020202020202020,C3-M2           ,C3-M2,False,False,False,
I035,4,4f312d4d322020202020202020202020,O1-M2           ,O1-M2,False,False,False,
I035,5,46342d4d312020202020202020202020,F4-M1           ,F4-M1,False,False,False,
I035,6,43342d4d312020202020202020202020,C4-M1           ,C4-M1,False,False,False,
I035,7,4f322d4d312020202020202020202020,O2-M1           ,O2-M1,False,False,False,
I035,8,58312020202020202020202020202020,X1              ,X1,False,False,False,
I035,9,58322020202020202020202020202020,X2              ,X2,False,False,False,
I035,10,58332020202020202020202020202020,X3              ,X3,False,False,False,
I035,11,58342020202020202020202020202020,X4              ,X4,False,False,False,
I035,12,58352020202020202020202020202020,X5              ,X5,False,False,False,
I035,13,58362020202020202020202020202020,X6              ,X6,False,False,False,
I035,14,44433420202020202020202020202020,DC4             ,DC4,False,False,False,
I035,15,58372020202020202020202020202020,X7              ,X7,False,False,False,
I035,16,58382020202020202020202020202020,X8              ,X8,False,False,False,
I035,17,53704f32202020202020202020202020,SpO2            ,SpO2,False,False,False,
I035,18,44433820202020202020202020202020,DC8             ,DC8,False,False,False,
